,BlockID,Latitude,Longitude,BlocksCount
0,0,40.67809431034484,-73.92155430172413,58.0
1,1,40.60226433136095,-73.76192231656802,169.0
2,2,40.854446556122454,-73.85444814795918,98.0
3,3,40.55987904494381,-74.13059467977526,89.0
4,4,40.68884377631578,-74.02049209210526,38.0
5,5,40.72627381944444,-73.72954197916667,72.0
6,6,40.57650340540542,-74.08210983783783,37.0
7,7,40.87551869672131,-73.9066645409836,61.0
8,8,40.63689170454545,-74.02979678636363,110.0
9,9,40.63881557142855,-73.93652427976193,84.0
10,10,40.736401468749996,-73.75903378125001,64.0
11,11,40.67190090983606,-73.94336659016393,61.0
12,12,40.60072452542372,-74.13822205084746,59.0
13,13,40.742362681818165,-73.92137725757574,66.0
14,14,40.6074974859813,-73.98792160280374,107.0
15,15,40.66752408928571,-73.88003205357143,56.0
16,16,40.7321148186813,-73.79828764835165,91.0
17,17,40.65877808974358,-73.90012975641022,78.0
18,18,40.577476507936495,-73.95361596031745,63.0
19,19,40.70361042647059,-73.75887263970587,68.0
20,20,40.84229622784812,-73.84514868987343,79.0
21,21,40.625343627659575,-73.97798528723405,94.0
22,22,40.68430777631578,-73.75205050000001,76.0
23,23,40.732138174242415,-73.95637023484848,66.0
24,24,40.530437837837844,-74.16614731531531,111.0
25,25,40.8365368548387,-73.82314001612905,62.0
26,26,40.69373496951219,-73.73025783536585,82.0
27,27,40.5119198275862,-74.23602160344825,58.0
28,28,40.85954512500001,-73.84217363235292,68.0
29,29,40.81680956944445,-73.89350507407406,108.0
30,30,40.665447375,-73.9209132763158,76.0
31,31,40.66302340178571,-73.80470060714286,56.0
32,32,40.632742024390225,-73.9032497195122,82.0
33,33,40.62340041558441,-74.1283147337662,77.0
34,34,40.67743228571428,-73.79192011904762,63.0
35,35,40.595766427710856,-74.10161508433734,83.0
36,36,40.88016235810811,-73.85192860810814,74.0
37,37,40.86486207547169,-73.9277296981132,53.0
38,38,40.865973375,-73.79272803571429,28.0
39,39,40.67550013333334,-73.85035379166665,60.0
40,40,40.71160222794118,-73.92363546323527,68.0
41,41,40.77940970454548,-73.98276348181817,110.0
42,42,40.753769688118815,-73.81412252475245,101.0
43,43,40.822141372881354,-73.80952329661018,59.0
44,44,40.82686064830508,-73.88550755932202,118.0
45,45,40.722130555555566,-73.87099061111111,72.0
46,46,40.68804557926829,-73.7965340426829,82.0
47,47,40.77287708666668,-73.89699446666664,75.0
48,48,40.81088706976743,-73.88271961046512,86.0
49,49,40.70279245689654,-73.8852324310345,58.0
50,50,40.74760925287356,-73.70613265517238,87.0
51,51,40.731621089887646,-73.85279693820227,89.0
52,52,40.57258671698113,-74.11698090566034,106.0
53,53,40.767452500000005,-73.99209773387096,62.0
54,54,40.71091116883118,-73.94080414935067,77.0
55,55,40.767247651515156,-73.90597915151517,66.0
56,56,40.60357290196078,-74.18786208823529,51.0
57,57,40.736486633928564,-73.77675499107144,56.0
58,58,40.67455790566038,-73.87955330188679,53.0
59,59,40.71380831884058,-73.73916678985506,69.0
60,60,40.74156315294118,-73.71884712941177,85.0
61,61,40.63290822115383,-73.89022485576925,52.0
62,62,40.57372213106796,-73.8584508300971,103.0
63,63,40.724328380597015,-73.73794779104477,67.0
64,64,40.68422915263158,-73.84516271052634,95.0
65,65,40.63550171078432,-74.13447839705877,102.0
66,66,40.653111599009904,-74.00728492574258,101.0
67,67,40.75113327325581,-73.7509347965116,86.0
68,68,40.659892180555545,-73.84825848611109,72.0
69,69,40.6157581217391,-74.00285765217392,115.0
70,70,40.637845135922355,-73.98387967475729,103.0
71,71,40.811260989999994,-73.85764034000003,100.0
72,72,40.62677159756097,-74.18980581707316,41.0
73,73,40.696997449999984,-73.97743637777778,90.0
74,74,40.705468201388896,-73.74864770138885,72.0
75,75,40.76970252816901,-73.82667582394366,71.0
76,76,40.67421127826086,-73.74775945217391,115.0
77,77,40.85176853750001,-73.907000725,80.0
78,78,40.774680354430394,-73.75061121518988,79.0
79,79,40.72527985227273,-73.76795337499998,44.0
80,80,40.72140587974683,-73.93978632278483,79.0
81,81,40.66233183333332,-73.98228808974353,78.0
82,82,40.59800698404255,-73.94820712234043,94.0
83,83,40.778448721649475,-73.81750669072166,97.0
84,84,40.55177961643835,-74.21123463698632,73.0
85,85,40.684436488636365,-73.97667628977273,88.0
86,86,40.8908245390625,-73.84337067968747,64.0
87,87,40.69399465540541,-73.8544040202703,74.0
88,88,40.63340388461537,-73.96980434615385,91.0
89,89,40.62267816666666,-74.16976805555554,54.0
90,90,40.54183927343749,-74.17271110546875,128.0
91,91,40.67324661333333,-73.97539639333334,75.0
92,92,40.74879820454545,-73.77899891363639,110.0
93,93,40.74696754938273,-74.00031924074074,81.0
94,94,40.718601937499976,-73.95954568181821,88.0
95,95,40.75555666901408,-73.88378619014085,71.0
96,96,40.5727657371795,-74.12845384615387,78.0
97,97,40.714117725,-73.97979598333333,60.0
98,98,40.58618363541667,-74.1915488333333,48.0
99,99,40.594524782608694,-74.0805765652174,69.0
100,100,40.642358892857125,-73.8929699017857,56.0
101,101,40.660829106060596,-73.91150059848486,66.0
102,102,40.603290889705875,-74.05909700735297,68.0
103,103,40.74629286875,-73.98517214999998,80.0
104,104,40.65486518269232,-73.8902114326923,52.0
105,105,40.6890232238806,-73.7863323432836,67.0
106,106,40.69748143571428,-73.89451723571425,70.0
107,107,40.54575392342344,-74.19428307657654,111.0
108,108,40.62099616091955,-73.91623702873564,87.0
109,109,40.67057355932203,-73.90412536440677,59.0
110,110,40.709007738636366,-74.00060527272728,44.0
111,111,40.69461077848102,-73.96795831645568,79.0
112,112,40.65612657553957,-73.73476625179856,139.0
113,113,40.672763839285714,-73.8885475357143,56.0
114,114,40.73856813690476,-73.93826164880953,84.0
115,115,40.71666011666666,-73.99848460833336,60.0
116,116,40.709176335526315,-73.96651021710522,76.0
117,117,40.70503844642858,-73.81974152976191,84.0
118,118,40.74655807142858,-73.91474366883116,77.0
119,119,40.746473337837834,-73.73277140540542,37.0
120,120,40.56599761999998,-73.88653914666665,75.0
121,121,40.52083314843748,-74.21528253125,64.0
122,122,40.61640914634146,-74.0841138963415,82.0
123,123,40.73551805952381,-73.73762107142859,42.0
124,124,40.88384546703296,-73.82822293956046,91.0
125,125,40.58617839719626,-73.95342286448599,107.0
126,126,40.702023746666676,-73.73944655999998,75.0
127,127,40.6298683699187,-74.00316496341466,123.0
128,128,40.848411776923065,-73.93420358461537,65.0
129,129,40.58573389252335,-73.81600151869158,107.0
130,130,40.78351291780821,-73.9454525958904,73.0
131,131,40.69160813157896,-73.80638795263158,95.0
132,132,40.66159031538462,-73.9474916076923,65.0
133,133,40.749901659090895,-73.94358094545454,110.0
134,134,40.82731671333334,-73.93734861333331,75.0
135,135,40.842502971698124,-73.83271968867925,106.0
136,136,40.50843578169014,-74.24964571830982,71.0
137,137,40.6991141385542,-73.78738171084338,83.0
138,138,40.64176348928573,-74.01596814285715,140.0
139,139,40.606036461956535,-73.96081776086955,92.0
140,140,40.86748369642858,-73.89997676785713,56.0
141,141,40.66831205056179,-73.7643254269663,89.0
142,142,40.66785228947368,-73.73467480075188,133.0
143,143,40.72092522656252,-73.74630704687502,64.0
144,144,40.595107490825676,-73.97503335321102,109.0
145,145,40.63496895138888,-74.16336463194443,72.0
146,146,40.530575451456315,-74.18623959223301,103.0
147,147,40.79064307421875,-73.82291573828121,128.0
148,148,40.679831180232576,-73.82008259302324,86.0
149,149,40.765668852564104,-73.96841440384615,78.0
150,150,40.570257853846144,-74.13968991538462,65.0
151,151,40.589127472727256,-74.09256792727274,110.0
152,152,40.76032572115384,-73.94078087499999,52.0
153,153,40.632153020833336,-74.08912941666665,48.0
154,154,40.83347205454545,-73.94688883636364,55.0
155,155,40.815885480952375,-73.90465912380951,105.0
156,156,40.668251981481475,-73.89632262962962,54.0
157,157,40.72654763414634,-73.93197679268292,41.0
158,158,40.713892403508765,-73.7731234736842,57.0
159,159,40.723935853260876,-73.89015710326085,92.0
160,160,40.61916389690721,-73.96324559278351,97.0
161,161,40.760873444444435,-73.77779485470087,117.0
162,162,40.854930286259524,-73.88825780152675,131.0
163,163,40.771310920634924,-73.73952223809523,63.0
164,164,40.56011878313255,-74.15175756024094,83.0
165,165,40.68999069999999,-73.91891629999999,65.0
166,166,40.74241743835615,-73.81957261643835,73.0
167,167,40.705893599999996,-73.93145692307691,65.0
168,168,40.79382883838383,-73.94447806565657,99.0
169,169,40.53825647572813,-74.15107670873785,103.0
170,170,40.764494456521746,-73.88905218115943,69.0
171,171,40.62553177070063,-74.01838876433116,157.0
172,172,40.71856229452055,-73.9472847328767,73.0
173,173,40.717866844262296,-73.79128548360653,61.0
174,174,40.682953948275866,-73.94063918103451,58.0
175,175,40.715081747524756,-73.84110951980196,101.0
176,176,40.72399000000001,-73.99740829464288,56.0
177,177,40.62947727083333,-74.10395756944445,72.0
178,178,40.89261566666666,-73.90917092000004,75.0
179,179,40.74738434615384,-73.97362850549449,91.0
180,180,40.71783675280897,-73.81674629775281,89.0
181,181,40.83337983854168,-73.92308512500001,96.0
182,182,40.66653611111113,-73.8569302222222,63.0
183,183,40.72215302197802,-74.0060917362637,91.0
184,184,40.7580475068493,-73.91072551369857,73.0
185,185,40.608059335526306,-73.81999395394739,76.0
186,186,40.899751769999995,-73.87411084,50.0
187,187,40.72387222580646,-73.97565503225809,62.0
188,188,40.53974847297299,-74.22059081756757,74.0
189,189,40.84485236574074,-73.9000700740741,108.0
190,190,40.62055023999998,-73.937464085,100.0
191,191,40.58482572649574,-73.9401016538462,117.0
192,192,40.86684512962964,-73.85652804938269,81.0
193,193,40.72297231538462,-73.78014283846153,65.0
194,194,40.81048349999999,-73.92672495789475,95.0
195,195,40.72452395614034,-73.75582140350878,57.0
196,196,40.728521491379304,-74.00957093103453,58.0
197,197,40.686012276785696,-73.92980232142857,56.0
198,198,40.60662351973684,-73.90843106578949,76.0
199,199,40.87597727439024,-73.86435651829265,82.0
200,200,40.816141994047626,-73.95970190476189,84.0
201,201,40.77621761249999,-73.84497299999998,80.0
202,202,40.78269382716047,-73.95516961728393,81.0
203,203,40.710999181818174,-73.9113212121212,66.0
204,204,40.72733453125001,-73.94905971875001,64.0
205,205,40.70892526785715,-73.73090066666666,84.0
206,206,40.60600192168674,-74.01145771686747,83.0
207,207,40.59328305555555,-73.9622751722222,90.0
208,208,40.57941090361446,-73.84090322289155,83.0
209,209,40.63177447191011,-74.1471663707865,89.0
210,210,40.75958855092592,-73.8015115185185,108.0
211,211,40.84230602919708,-73.88549156934307,137.0
212,212,40.7124658445946,-73.9914928783784,74.0
213,213,40.64307040265484,-73.95173515929203,113.0
214,214,40.68384329166666,-73.87899630208331,48.0
215,215,40.731908818965515,-73.91872176724141,58.0
216,216,40.60960447916668,-74.16354689583335,72.0
217,217,40.62224838990824,-73.99084245412844,109.0
218,218,40.593511369565206,-74.06845832065217,92.0
219,219,40.8105362191781,-73.95022115753419,73.0
220,220,40.67787073295455,-73.98794488636365,88.0
221,221,40.72886268181818,-73.98406326136363,44.0
222,222,40.67297677586207,-73.91345931896552,58.0
223,223,40.814421046666666,-73.93815933333333,75.0
224,224,40.772813341463426,-73.96105480487802,82.0
225,225,40.71348849230767,-74.00436633076923,65.0
226,226,40.608376204225344,-73.94129447887322,71.0
227,227,40.602635569230756,-74.12769466153847,65.0
228,228,40.70151606770833,-73.98644559374999,96.0
229,229,40.78102290217391,-73.91677617391305,46.0
230,230,40.60036885326085,-74.00005877173908,92.0
231,231,40.7871451263158,-73.79575433684208,95.0
232,232,40.70255378947369,-73.83293228421051,95.0
233,233,40.7236778263889,-73.90891539583335,72.0
234,234,40.681330225609756,-73.80939766463415,82.0
235,235,40.65397316101694,-73.83255840677964,59.0
236,236,40.82389142783504,-73.87054704639176,97.0
237,237,40.735740908536584,-73.89321213414632,82.0
238,238,40.773555734374995,-73.92219141406248,64.0
239,239,40.61248188607595,-74.10211516455695,79.0
240,240,40.7727947524272,-73.77517760194173,103.0
241,241,40.684426987951824,-73.85646754819281,83.0
242,242,40.69912333802816,-73.79995834507042,71.0
243,243,40.84944253658536,-73.78212096341461,82.0
244,244,40.74272069911504,-73.95292813274341,113.0
245,245,40.68457151886791,-73.91181783018867,53.0
246,246,40.65944070000001,-73.87689244444444,45.0
247,247,40.500812451612916,-74.24159728225807,62.0
248,248,40.75882456024097,-73.95961754216869,83.0
249,249,40.731511287878796,-73.78847761363636,66.0
250,250,40.559401657303354,-74.11810913483149,89.0
251,251,40.66068012962964,-73.76884306790126,81.0
252,252,40.71346955555555,-73.76297219444444,72.0
253,253,40.66306642187499,-73.933180046875,64.0
254,254,40.66195582857143,-73.75167479999998,140.0
255,255,40.86589351960785,-73.82091520588236,51.0
256,256,40.74336426190474,-73.84185473015873,126.0
257,257,40.80426647844829,-73.91270708620691,116.0
258,258,40.85541228070176,-73.93124572807018,57.0
259,259,40.66877527500002,-73.779374835,100.0
260,260,40.66456379518072,-73.9939449638554,83.0
261,261,40.7451767121212,-73.93102343939391,66.0
262,262,40.83007868224299,-73.89797687383178,107.0
263,263,40.815851173469405,-73.84535979591838,49.0
264,264,40.727177833333315,-73.87888964743588,78.0
265,265,40.691303105633786,-73.82965721830985,71.0
266,266,40.84020090909091,-73.85345759090909,88.0
267,267,40.73007336440676,-73.9922846440678,59.0
268,268,40.57707062886597,-73.98415721134023,97.0
269,269,40.6407869090909,-74.0801061428571,77.0
270,270,40.86961894915253,-73.8357927033898,59.0
271,271,40.732885484615366,-73.74756432307693,65.0
272,272,40.70517171999998,-73.86212203333332,75.0
273,273,40.60578941573033,-74.07241691573033,89.0
274,274,40.61531279374999,-74.07016895624997,80.0
275,275,40.5574530802469,-73.92459544444445,81.0
276,276,40.738272965346525,-73.90301639603959,101.0
277,277,40.66562465000001,-73.86891765833334,60.0
278,278,40.64305616438355,-73.92421245205479,73.0
279,279,40.89966423214287,-73.84567091964287,56.0
280,280,40.59629271527776,-73.93321164583334,72.0
281,281,40.70890378787878,-73.78178939393938,66.0
282,282,40.6746810049505,-74.00018005445544,101.0
283,283,40.73141693617022,-73.72035457978728,94.0
284,284,40.895910792134806,-73.85774062921345,89.0
285,285,40.55462301376146,-74.1802357110092,109.0
286,286,40.607726083333326,-73.86437666666667,12.0
287,287,40.788709985981306,-73.80890942523368,107.0
288,288,40.68070241666667,-73.88764430208334,48.0
289,289,40.62647836885246,-74.11181032786888,61.0
290,290,40.74463224774777,-73.79122458108108,111.0
291,291,40.68190721126762,-73.8330582112676,71.0
292,292,40.654468607954534,-73.92213346022726,88.0
293,293,40.693017657894735,-73.76183665789475,95.0
294,294,40.75690532638888,-73.89811834722221,72.0
295,295,40.65035926515151,-73.91188116666667,66.0
296,296,40.6764552777778,-73.86172496296301,81.0
297,297,40.79014495000001,-73.97452122272725,110.0
298,298,40.84421315243902,-73.86475201829268,82.0
299,299,40.76551716911767,-73.98141641911764,68.0
300,300,40.70901144047618,-73.95791706547618,84.0
301,301,40.713863135802455,-73.82900188888888,81.0
302,302,40.51633245588236,-74.19942037500002,68.0
303,303,40.73603161038961,-73.97719524025972,77.0
304,304,40.60942299557523,-73.97564067256634,113.0
305,305,40.72592275,-73.8421752826087,92.0
306,306,40.69446314457831,-73.84231541566263,83.0
307,307,40.8790851,-73.88403902727273,55.0
308,308,40.701025220238094,-73.81049798214285,84.0
309,309,40.74523428089887,-73.87485437078654,89.0
310,310,40.80017668224297,-73.96754443925231,107.0
311,311,40.66652002272727,-73.79254350000001,66.0
312,312,40.68135234848486,-73.77974509090913,66.0
313,313,40.82886496551724,-73.84161306321839,87.0
314,314,40.80382066025642,-73.93947489743587,78.0
315,315,40.75483878448275,-73.92306906034483,58.0
316,316,40.80230212820512,-73.95503549358972,78.0
317,317,40.62859422388059,-74.07799268656716,67.0
318,318,40.67466760843374,-73.8016731385542,83.0
319,319,40.76469513380281,-73.86657356338029,71.0
320,320,40.86949206756756,-73.84706779729727,74.0
321,321,40.650831366666665,-73.84243082500001,60.0
322,322,40.67468549056605,-73.93122385849055,53.0
323,323,40.69413567333333,-73.77602734666665,75.0
324,324,40.792538390625,-73.8844809375,32.0
325,325,40.73774777118643,-73.80892198305084,59.0
326,326,40.7555894672131,-73.72073404098357,61.0
327,327,40.77011591358026,-73.93226045061725,81.0
328,328,40.76367468571429,-73.72884699285714,70.0
329,329,40.705507710526305,-74.01528801754387,57.0
330,330,40.609933442307685,-74.14691268589745,78.0
331,331,40.71622339855072,-73.88199028260868,69.0
332,332,40.624130132978706,-74.03690075,94.0
333,333,40.827786802521025,-73.91113590336133,119.0
334,334,40.61820560833334,-73.90441598333334,60.0
335,335,40.85477062820513,-73.86816362820511,78.0
336,336,40.69653823770491,-73.92724029508194,61.0
337,337,40.61306331914894,-73.92645784042556,94.0
338,338,40.85616691279069,-73.83006578488371,86.0
339,339,40.88608881132075,-73.8610303962264,53.0
340,340,40.756744965753434,-73.82862794520548,73.0
341,341,40.75486643382352,-73.84882054411763,68.0
342,342,40.53483678070176,-74.20298549122805,114.0
343,343,40.85809868965516,-73.89989339655176,87.0
344,344,40.756774082191775,-73.93217716438356,73.0
345,345,40.62887128846153,-73.92741003846155,104.0
346,346,40.66829975925925,-73.813070654321,81.0
347,347,40.70645718518518,-73.89593202777776,54.0
348,348,40.63885097058823,-73.74425873529411,17.0
349,349,40.75767182608695,-73.99854945108693,92.0
350,350,40.86602539743589,-73.86659561538463,78.0
351,351,40.57377611494254,-74.09451884482759,87.0
352,352,40.76401314383561,-73.83865849315073,73.0
353,353,40.56000271875001,-73.91314924999998,64.0
354,354,40.693315835937504,-73.9058899296875,64.0
355,355,40.60573175619834,-74.08751558264466,121.0
356,356,40.602079491735545,-73.7465090826446,121.0
357,357,40.86571774657535,-73.91687104794521,73.0
358,358,40.75587279577465,-73.98649823943664,71.0
359,359,40.88322771093753,-73.90342132031248,64.0
360,360,40.74940174074073,-73.76529783796298,108.0
361,361,40.54883368617022,-74.15656709574468,94.0
362,362,40.65228533582089,-73.93244568656714,67.0
363,363,40.677758589887645,-74.00969879775279,89.0
364,364,40.755836,-73.87143432876714,73.0
365,365,40.634696703124995,-74.11997996875,64.0
366,366,40.74424361585365,-73.8298695121951,82.0
367,367,40.770834898230085,-73.78907943362833,113.0
368,368,40.69012047701149,-73.98691633333328,87.0
369,369,40.65048614285713,-73.94416242857142,70.0
370,370,40.59256081914894,-73.7964374148936,141.0
371,371,40.71231508045975,-73.80494231609197,87.0
372,372,40.70269740000002,-73.76897491666664,90.0
373,373,40.69743966666667,-73.99514398333332,90.0
374,374,40.83853072307692,-73.93862621538457,65.0
375,375,40.65706981756756,-73.96021329054051,74.0
376,376,40.733581554945054,-73.86679651098899,91.0
377,377,40.815328284313715,-73.81116184313726,51.0
378,378,40.810860115384614,-73.80188168269228,52.0
379,379,40.81506066666667,-73.82290653571427,42.0
380,380,40.765791796874986,-73.91901361718752,64.0
381,381,40.82925463157894,-73.82879133333331,57.0
382,382,40.67712108125,-73.87085622499998,80.0
383,383,40.61935304824563,-74.13978024122805,114.0
384,384,40.881847572580654,-73.91646908870968,62.0
385,385,40.82716765697675,-73.85312496511628,86.0
386,386,40.69700552343749,-73.93673017187497,64.0
387,387,40.73539945121949,-73.87952372560977,82.0
388,388,40.69475714189189,-73.75042062162163,74.0
389,389,40.82150984328358,-73.92690261194029,67.0
390,390,40.75958878767124,-73.73978612328771,73.0
391,391,40.84364073563217,-73.92428404022986,87.0
392,392,40.886038272727276,-73.89423998484848,33.0
393,393,40.69160815079365,-73.74053593650792,63.0
394,394,40.76307668595041,-73.76442704545455,121.0
395,395,40.593813,-74.16451743877548,49.0
396,396,40.68020059550562,-73.73302074157304,89.0
397,397,40.71806265384613,-73.98427210576924,52.0
398,398,40.74512016666666,-73.88593146527778,72.0
399,399,40.700701475409815,-73.9592863360656,61.0
400,400,40.84799785074627,-73.94151330597016,67.0
401,401,40.90394092045455,-73.85206593181817,44.0
402,402,40.70010200819672,-73.91179135245903,61.0
403,403,40.71399352272727,-73.75314712878787,66.0
404,404,40.70357515789473,-73.90384791447366,76.0
405,405,40.58840618110237,-73.92529899212602,127.0
406,406,40.691504959999996,-73.94624194000001,50.0
407,407,40.56105204545454,-74.10391773636364,55.0
408,408,40.73540233620689,-73.92565456034481,58.0
409,409,40.581233650943396,-74.16182249999997,53.0
410,410,40.72711471428569,-73.899254974026,77.0
411,411,40.84452853773585,-73.82069711320754,53.0
412,412,40.58949524999999,-74.15221952777777,54.0
413,413,40.64048989622641,-74.10872442452829,53.0
414,414,40.735295162921346,-73.70765333146069,89.0
415,415,40.830625539473694,-73.81787607894735,38.0
416,416,40.557391949999996,-74.16770544374997,80.0
417,417,40.72210443750001,-73.858907925,80.0
418,418,40.81826045918366,-73.91655745408161,98.0
419,419,40.644302161111135,-73.9031572611111,90.0
420,420,40.732417467741946,-74.00178196236557,93.0
421,421,40.59304883663366,-73.77589163366336,101.0
422,422,40.630080569892456,-73.94445948387097,93.0
423,423,40.7280393647059,-73.82213947058825,85.0
424,424,40.715531082089534,-73.90218423880594,67.0
425,425,40.67848339473683,-73.76113749122808,57.0
426,426,40.648092723404254,-73.78965684042554,47.0
427,427,40.679006163793105,-73.90547612068967,58.0
428,428,40.642650833333335,-74.0930890980392,51.0
429,429,40.64406575806452,-73.88074870967742,31.0
430,430,40.57650108720927,-74.00371162209304,86.0
431,431,40.63127939247312,-73.95793133870966,93.0
432,432,40.716632819999994,-74.01217358999999,50.0
433,433,40.6922112159091,-73.81810783522728,88.0
434,434,40.57986304761904,-74.10581231904762,105.0
435,435,40.852071201612915,-73.91769353225804,62.0
436,436,40.709538833333326,-74.01072547619047,42.0
437,437,40.748808920289875,-73.90527999275365,69.0
438,438,40.613810309859154,-74.12000158450701,71.0
439,439,40.63850869480519,-73.9140562987013,77.0
440,440,40.71255731944446,-73.95179161111109,72.0
441,441,40.78923391558441,-73.7788246883117,77.0
442,442,40.76561077272725,-73.87684521428572,77.0
443,443,40.879255898648644,-73.84001502027027,74.0
444,444,40.8863844375,-73.81202993749999,32.0
445,445,40.73868256172838,-74.0062300432099,81.0
446,446,40.775090276,-73.80169227599998,125.0
447,447,40.67365516666664,-73.84138370512815,78.0
448,448,40.701770874999994,-73.91947038333333,60.0
449,449,40.61327922916667,-74.03041100416671,120.0
450,450,40.66372259259257,-73.83714736419749,81.0
451,451,40.65811925862069,-73.86068834482758,29.0
452,452,40.70319560919541,-73.94781722988505,87.0
453,453,40.64045676209677,-73.99681389919354,124.0
454,454,40.550446488888895,-74.14070784444444,90.0
455,455,40.73809978169014,-73.9887569859155,71.0
456,456,40.78748906506851,-73.8450452089041,146.0
457,457,40.90579738000001,-73.90208154499999,100.0
458,458,40.592254032110084,-73.98848385321098,109.0
459,459,40.62057849358973,-74.15533764102567,78.0
460,460,40.72407456060608,-73.8053988030303,99.0
461,461,40.60366557627119,-74.11752994915254,59.0
462,462,40.74628002150538,-73.86462888709674,93.0
463,463,40.663733535714286,-73.88864894642857,56.0
464,464,40.84172759042553,-73.91236913829788,94.0
465,465,40.71333041071428,-73.85217928571427,84.0
466,466,40.68153295394736,-73.96476535526313,76.0
467,467,40.58062852380951,-73.9655543214286,126.0
468,468,40.70526377118643,-74.00730787288134,59.0
469,469,40.64448738554217,-73.96476030722896,83.0
470,470,40.72045692499999,-73.99033735000003,60.0
471,471,40.68232852459017,-73.76875599180329,61.0
472,472,40.86800625324674,-73.88770684415583,77.0
473,473,40.77435998550724,-73.9102047463768,69.0
474,474,40.75830742857142,-73.78962804081628,98.0
475,475,40.74685128571428,-73.89565126530613,98.0
476,476,40.69106011818181,-73.95694504545453,55.0
477,477,40.7560069,-73.97290610588236,85.0
478,478,40.79832986363636,-73.93004143636362,55.0
479,479,40.769797701149415,-73.94974590229886,87.0
480,480,40.756612139999994,-73.85805322,75.0
481,481,40.52648324999999,-74.23398834210523,38.0
482,482,40.64933698058253,-73.97622376699029,103.0
483,483,40.83320808522728,-73.86258321590908,88.0
484,484,40.67790934166666,-73.89616598333332,60.0
485,485,40.66989959027778,-73.95742267361112,72.0
486,486,40.70883625714284,-73.7932126,70.0
487,487,40.66948116071428,-73.82265260714289,56.0
488,488,40.688423308988746,-73.86700015730335,89.0
489,489,40.6118213148148,-74.13321875925924,81.0
490,490,40.680185791044764,-73.95299180597017,67.0
491,491,40.685474645833324,-73.9995882916667,96.0
492,492,40.875141191666664,-73.87675793333337,60.0
493,493,40.70709573648649,-73.87506613513513,74.0
494,494,40.74116713265307,-73.8551501530612,98.0
495,495,40.83659538349514,-73.87379140291263,103.0
496,496,40.822574205882354,-73.82023619607845,51.0
497,497,40.82345774404759,-73.94957783333334,84.0
498,498,40.76648961304344,-73.81321277391304,115.0
499,499,40.61558079545455,-73.9512287215909,88.0
