geoid10,lon,lat,Pop2014,Pov14,community
17031836300,-87.6017575,41.8015319,6465,234,41
17031836200,-87.6012844,41.790469,1329,47,41
17031410100,-87.5793225,41.8014966,1956,551,41
17031410200,-87.5942689,41.801668,1248,362,41
17031410500,-87.6037453,41.7978267,2630,717,41
17031410600,-87.5989457,41.7979713,2365,703,41
17031411100,-87.5897018,41.7904493,2246,154,41
17031410700,-87.5941976,41.7980397,1959,453,41
17031410800,-87.5896261,41.7979597,3201,741,41
17031410900,-87.5766591,41.7978743,2923,607,41
17031411000,-87.5768734,41.7907158,3313,465,41
17031411200,-87.5940174,41.7905558,1691,289,41