geoid10,commarea,Pop2014,Pov14,lat,lon
17031400400,40,1661,791,        41.7911262,       -87.6183210
17031400500,40,2422,1254,        41.7910413,       -87.6231789
17031400800,40,2839,1743,        41.7828638,       -87.6205590
17031410100,41,1956,551,        41.8012662,       -87.5854982
17031440300,44,4455,515,        41.7437380,       -87.6195317
17031440700,44,1501,316,        41.7347512,       -87.6096290
17031671800,67,1139,425,        41.7614014,       -87.6564489
17031680500,68,1285,808,        41.7905640,       -87.6523525
17031681100,68,3583,1705,        41.7687665,       -87.6493595
17031200100,20,4603,594,        41.9350484,       -87.7376048
17031410200,41,1248,362,        41.8016670,       -87.5942668
17031170600,17,2774,173,        41.9412945,       -87.8307021
17031380500,38,820,275,        41.8200987,       -87.6277938
17031430300,43,2262,930,        41.7696908,       -87.5893528
17031430700,43,2480,860,        41.7646209,       -87.5636145
17031430800,43,1692,433,        41.7607499,       -87.5712980
17031430900,43,1345,470,        41.7606405,       -87.5811841
17031431200,43,3291,436,        41.7553011,       -87.5711844
17031431400,43,5850,1895,        41.7579925,       -87.5524152
17031230800,23,1195,179,        41.9058658,       -87.7149578
17031231100,23,1227,325,        41.8992549,       -87.7150696
17031170900,17,1729,199,        41.9361965,       -87.8116067
17031210100,21,3447,680,        41.9428679,       -87.7013305
17031420200,42,1707,380,        41.7834580,       -87.5935154
17031420300,42,2275,447,        41.7832248,       -87.5986984
17031440600,44,2056,420,        41.7326908,       -87.6191600
17031440800,44,1777,804,        41.7317125,       -87.6033283
17031440900,44,2480,343,        41.7286687,       -87.6090051
17031450300,45,3716,669,        41.7419440,       -87.5790896
17031671900,67,1313,265,        41.7613255,       -87.6612800
17031672000,67,4148,523,        41.7611985,       -87.6711283
17031680600,68,1594,904,        41.7832811,       -87.6521652
17031680900,68,3389,1690,        41.7764279,       -87.6376317
17031681000,68,2873,1612,        41.7760398,       -87.6495533
17031240200,24,1469,149,        41.9124427,       -87.6701837
17031240300,24,1402,58,        41.9123664,       -87.6750718
17031200200,20,4968,928,        41.9278521,       -87.7356279
17031410500,41,2630,717,        41.7978271,       -87.6037460
17031410600,41,2365,703,        41.7979705,       -87.5989441
17031170100,17,1871,214,        41.9558587,       -87.7948165
17031170200,17,4366,465,        41.9493528,       -87.7815186
17031170300,17,4918,733,        41.9491247,       -87.7968278
17031170500,17,4888,309,        41.9500776,       -87.8288953
17031351400,35,1551,992,        41.8274002,       -87.6240884
17031381200,38,1946,344,        41.8085112,       -87.6139987
17031381400,38,1746,615,        41.8076211,       -87.6214315
17031381800,38,1102,338,        41.8038477,       -87.6211968
17031390100,39,1386,130,        41.8131978,       -87.5935419
17031430400,43,3119,1487,        41.7621778,       -87.5903217
17031430500,43,3661,1481,        41.7642841,       -87.5812734
17031430600,43,1742,425,        41.7643862,       -87.5713764
17031230700,23,5177,1217,        41.9063398,       -87.7215395
17031230900,23,5155,2036,        41.9067175,       -87.7103549
17031231200,23,5102,2385,        41.8990615,       -87.7213156
17031170700,17,2831,490,        41.9414869,       -87.8221639
17031170800,17,3750,401,        41.9415761,       -87.8123710
17031171100,17,4257,496,        41.9420530,       -87.7812869
17031190100,19,2720,807,        41.9352181,       -87.7443899
17031390400,39,2524,909,        41.8059239,       -87.6040573
17031242200,24,3875,536,        41.8995897,       -87.6747194
17031200300,20,2401,733,        41.9234808,       -87.7341269
17031210400,21,3128,702,        41.9357578,       -87.7302975
17031210700,21,3978,490,        41.9357030,       -87.7038404
17031210800,21,1028,148,        41.9357451,       -87.6989324
17031210900,21,3223,524,        41.9354390,       -87.6933365
17031220300,22,2409,275,        41.9284643,       -87.6950856
17031420100,42,1224,494,        41.7830305,       -87.5826110
17031420400,42,1216,568,        41.7831695,       -87.6035576
17031420500,42,2099,953,        41.7831002,       -87.6084260
17031470100,47,2618,836,        41.7282207,       -87.5964892
17031480100,48,2045,279,        41.7352477,       -87.5756024
17031691000,69,2703,710,        41.7619654,       -87.6200151
17031691300,69,2842,327,        41.7546811,       -87.6198471
17031242300,24,3003,181,        41.8995061,       -87.6795994
17031411100,41,2246,154,        41.7904496,       -87.5897023
17031460400,46,3154,603,        41.7444908,       -87.5636927
17031681200,68,2375,1101,        41.7691897,       -87.6384983
17031690500,69,952,321,        41.7681648,       -87.6121068
17031241400,24,5238,821,        41.9060231,       -87.6753097
17031241500,24,2881,376,        41.9083758,       -87.6709372
17031241600,24,3438,536,        41.9067100,       -87.6653284
17031242000,24,4786,902,        41.8997365,       -87.6649523
17031243300,24,2353,295,        41.8924790,       -87.6647404
17031491200,49,2746,599,        41.6887768,       -87.6374389
17031710800,71,4917,381,        41.7478368,       -87.6488127
17031711300,71,1580,436,        41.7335045,       -87.6672856
17031010202,1,2502,688,        42.0160502,       -87.6733216
17031480200,48,1157,252,        41.7351240,       -87.5898847
17031480300,48,1192,291,        41.7291944,       -87.5879727
17031480400,48,6106,714,        41.7284497,       -87.5756384
17031480500,48,2900,498,        41.7275502,       -87.5590498
17031691100,69,3209,1673,        41.7617137,       -87.6298724
17031691200,69,2975,1275,        41.7544390,       -87.6321808
17031691400,69,2716,598,        41.7548455,       -87.6101685
17031691500,69,2124,1025,        41.7550425,       -87.6002975
17031700100,70,3486,804,        41.7535932,       -87.6953092
17031410700,41,1959,453,        41.7980401,       -87.5941986
17031410800,41,3201,741,        41.7979587,       -87.5896241
17031410900,41,2923,607,        41.7972305,       -87.5823258
17031411000,41,3313,465,        41.7905068,       -87.5831444
17031411200,41,1691,289,        41.7905559,       -87.5940176
17031530600,53,2872,1108,        41.6704383,       -87.6189886
17031460100,46,3614,1004,        41.7432688,       -87.5399731
17031460200,46,2626,949,        41.7413871,       -87.5470117
17031460500,46,4798,626,        41.7468819,       -87.5726042
17031460600,46,1107,385,        41.7356334,       -87.5595157
17031460700,46,2901,1684,        41.7355797,       -87.5492806
17031461000,46,2034,840,        41.7274051,       -87.5465275
17031681300,68,2409,1176,        41.7611733,       -87.6398619
17031681400,68,2898,1162,        41.7615306,       -87.6491921
17031690300,69,2284,715,        41.7686688,       -87.6290135
17031690400,69,3581,1330,        41.7692589,       -87.6202090
17031690900,69,4442,1926,        41.7621425,       -87.6103451
17031241200,24,1952,337,        41.9067070,       -87.6846856
17031241300,24,1878,357,        41.9067720,       -87.6810258
17031242100,24,3311,277,        41.8996700,       -87.6698378
17031243100,24,2594,378,        41.8923543,       -87.6745060
17031243200,24,2190,297,        41.8924330,       -87.6696243
17031243400,24,2955,376,        41.8925571,       -87.6598466
17031243500,24,3198,424,        41.8926535,       -87.6525170
17031250200,25,2968,840,        41.9123504,       -87.7510721
17031491000,49,5536,2759,        41.6997589,       -87.6280508
17031491100,49,4577,789,        41.6997570,       -87.6376953
17031510100,51,3646,683,        41.7131179,       -87.5498633
17031510200,51,2655,597,        41.7142534,       -87.5600414
17031520200,52,3987,1528,        41.7138017,       -87.5397941
17031710900,71,2491,1301,        41.7421469,       -87.6396901
17031711000,71,3445,1094,        41.7396435,       -87.6485807
17031711100,71,3136,970,        41.7395018,       -87.6583006
17031711200,71,4928,1139,        41.7405560,       -87.6698250
17031711400,71,2249,964,        41.7336575,       -87.6521244
17031081402,8,4389,245,        41.8929836,       -87.6089848
17031061902,6,4045,501,        41.9431862,       -87.6407232
17031030200,77,5274,542,        41.9944411,       -87.6652293
17031030300,77,3049,719,        41.9943881,       -87.6725359
17031030400,77,2683,691,        41.9869514,       -87.6720784
17031030500,77,6269,914,        41.9872262,       -87.6649363
17031030800,77,4405,545,        41.9799117,       -87.6641868
17031242400,24,2926,227,        41.8994222,       -87.6844904
17031242500,24,3928,540,        41.8994458,       -87.6893197
17031242600,24,5999,1185,        41.9005599,       -87.6941965
17031242700,24,1689,553,        41.8974247,       -87.6993728
17031242800,24,1515,192,        41.8926316,       -87.6903229
17031242900,24,1818,334,        41.8921952,       -87.6842889
17031243000,24,2398,405,        41.8922762,       -87.6793999
17031220400,22,2565,279,        41.9284315,       -87.6999683
17031220500,22,2682,384,        41.9283971,       -87.7049121
17031221000,22,3254,620,        41.9209596,       -87.7152509
17031520500,52,4613,580,        41.6931163,       -87.5308737
17031720500,72,2189,50,        41.7028353,       -87.6891013
17031490300,49,2290,463,        41.7253818,       -87.6191481
17031490400,49,972,117,        41.7236545,       -87.6108250
17031710100,71,1406,871,        41.7533914,       -87.6419704
17031710300,71,1365,421,        41.7540485,       -87.6611057
17031710600,71,1803,597,        41.7476603,       -87.6609439
17031031800,3,1717,368,        41.9670111,       -87.6706202
17031350100,35,1989,500,        41.8416914,       -87.6125535
17031351100,35,1656,1219,        41.8277471,       -87.6142001
17031251200,25,4375,1002,        41.8985490,       -87.7606038
17031570100,57,1296,179,        41.8162007,       -87.7189132
17031030900,77,3207,128,        41.9797956,       -87.6714464
17031250600,25,4450,717,        41.9056930,       -87.7706292
17031560100,56,1263,300,        41.8152454,       -87.7411770
17031490500,49,2340,159,        41.7179277,       -87.6132070
17031490600,49,1452,258,        41.7179511,       -87.6283318
17031490700,49,2888,892,        41.7107321,       -87.6283651
17031490800,49,3769,880,        41.7106831,       -87.6153379
17031700200,70,6868,1020,        41.7529911,       -87.7238188
17031710200,71,5845,2588,        41.7551120,       -87.6514274
17031710400,71,5092,1268,        41.7539187,       -87.6709326
17031710500,71,4136,1154,        41.7475313,       -87.6707867
17031710700,71,2695,758,        41.7471102,       -87.6568841
17031031900,3,2355,323,        41.9633743,       -87.6701846
17031032100,3,6767,1289,        41.9581538,       -87.6530176
17031251000,25,1284,403,        41.8986947,       -87.7448928
17031280400,28,1366,681,        41.8860100,       -87.6718852
17031320100,32,10534,953,        41.8850479,       -87.6209341
17031351000,35,4022,1050,        41.8346636,       -87.6108521
17031360200,36,1616,857,        41.8268751,       -87.6099038
17031380100,38,1822,630,        41.8201969,       -87.6101006
17031231500,23,6965,3052,        41.8917319,       -87.7186561
17031251100,25,4346,1452,        41.8986248,       -87.7520112
17031550200,55,2579,202,        41.6534493,       -87.5640364
17031560800,56,5937,305,        41.7962058,       -87.7721665
17031560900,56,5377,315,        41.7957599,       -87.7915886
17031561000,56,4892,392,        41.7885020,       -87.7915031
17031561100,56,5816,193,        41.7888696,       -87.7719096
17031570200,57,1878,178,        41.8143803,       -87.7307145
17031730400,73,3801,529,        41.7178212,       -87.6526426
17031730500,73,4323,384,        41.7142495,       -87.6381386
17031730600,73,3218,367,        41.7106002,       -87.6504855
17031730700,73,2259,541,        41.7030817,       -87.6500792
17031250300,25,4775,1738,        41.9128394,       -87.7608389
17031250400,25,5963,1757,        41.9129079,       -87.7753955
17031250500,25,7663,1149,        41.9146187,       -87.7967953
17031250700,25,5813,2160,        41.9058213,       -87.7608101
17031250800,25,2438,668,        41.9061822,       -87.7514685
17031500300,50,1565,292,        41.6893154,       -87.6053704
17031520300,52,6116,1510,        41.7011233,       -87.5395570
17031520600,52,3010,393,        41.6895293,       -87.5404035
17031560200,56,1510,257,        41.8112830,       -87.7477650
17031560300,56,3174,237,        41.8039068,       -87.7479485
17031560400,56,1417,177,        41.8040084,       -87.7405764
17031560700,56,3486,300,        41.7964620,       -87.7575190
17031711500,71,2523,583,        41.7324406,       -87.6386879
17031720600,72,1709,68,        41.7027766,       -87.6772073
17031031000,3,3522,278,        41.9724370,       -87.6711092
17031031700,3,6525,1862,        41.9654467,       -87.6631956
17031580300,58,2334,498,        41.8251874,       -87.7089336
17031050500,5,5365,90,        41.9504473,       -87.6835071
17031050800,5,1427,61,        41.9450104,       -87.6809300
17031051000,5,1610,149,        41.9413035,       -87.6857340
17031051400,5,2174,189,        41.9357489,       -87.6809903
17031081900,8,1152,291,        41.8979824,       -87.6414896
17031252000,25,6368,1962,        41.8836932,       -87.7698724
17031260300,26,1483,616,        41.8842757,       -87.7331351
17031040300,4,2656,210,        41.9768013,       -87.7019746
17031040800,4,1815,91,        41.9631626,       -87.6923032
17031050100,5,2406,70,        41.9578450,       -87.6763728
17031050200,5,5120,169,        41.9577405,       -87.6837167
17031050300,5,2566,232,        41.9576785,       -87.6915193
17031380200,38,1752,509,        41.8205730,       -87.6149839
17031081500,8,4400,477,        41.8925586,       -87.6262290
17031720100,72,3685,39,        41.7275950,       -87.6747259
17031720200,72,4344,375,        41.7130247,       -87.6660505
17031720300,72,3672,8,        41.7139018,       -87.6771437
17031720700,72,3429,181,        41.7031071,       -87.6651388
17031730100,73,2548,520,        41.7251771,       -87.6384256
17031730300,73,983,214,        41.7274627,       -87.6645649
17031031100,3,4136,403,        41.9726685,       -87.6638663
17031031200,3,4860,2021,        41.9727097,       -87.6573420
17031031300,3,7543,1572,        41.9729351,       -87.6502839
17031031400,3,5260,436,        41.9624019,       -87.6434389
17031570500,57,2554,376,        41.7986014,       -87.7324550
17031580100,58,2996,990,        41.8280540,       -87.6907446
17031580200,58,3382,763,        41.8267720,       -87.6993479
17031580400,58,4051,1042,        41.8152755,       -87.7091845
17031580600,58,5824,1336,        41.8173979,       -87.6920313
17031530300,53,4453,1100,        41.6813142,       -87.6517522
17031500100,50,3314,715,        41.7146841,       -87.5950236
17031050600,5,2414,266,        41.9505470,       -87.6761819
17031050700,5,1753,12,        41.9450696,       -87.6760566
17031050900,5,1660,138,        41.9449461,       -87.6857771
17031051100,5,1526,85,        41.9413648,       -87.6808259
17031051200,5,1562,140,        41.9414217,       -87.6759530
17031051300,5,2953,143,        41.9359959,       -87.6758405
17031060100,6,2596,297,        41.9575307,       -87.6666103
17031060200,6,2126,397,        41.9579042,       -87.6715185
17031081800,8,7488,394,        41.8932557,       -87.6377959
17031090100,9,3262,74,        42.0152549,       -87.8135823
17031090200,9,6406,117,        42.0055938,       -87.8130950
17031090300,9,1325,78,        41.9991113,       -87.8163632
17031100100,10,5666,291,        41.9895806,       -87.7830336
17031100200,10,6605,177,        41.9956100,       -87.7942403
17031260100,26,1047,566,        41.8843595,       -87.7233346
17031260200,26,1266,634,        41.8843256,       -87.7282302
17031491300,49,2343,1023,        41.6888968,       -87.6278034
17031720400,72,1974,35,        41.7099917,       -87.6866683
17031530400,53,2017,414,        41.6740396,       -87.6515251
17031750600,75,3705,1301,        41.6886311,       -87.6520493
17031040100,4,3998,509,        41.9833306,       -87.6819933
17031040600,4,2684,216,        41.9668342,       -87.6840191
17031040700,4,3353,309,        41.9668054,       -87.6940848
17031040900,4,2118,128,        41.9631846,       -87.6838544
17031081600,8,3177,499,        41.8921066,       -87.6288741
17031081700,8,3607,163,        41.8920662,       -87.6318668
17031251300,25,4735,1498,        41.8984248,       -87.7703843
17031251400,25,4347,1325,        41.8909988,       -87.7701293
17031251500,25,4084,1285,        41.8911115,       -87.7603450
17031251900,25,5999,2905,        41.8838198,       -87.7601044
17031260700,26,2147,1033,        41.8770569,       -87.7279968
17031600900,60,3658,631,        41.8365101,       -87.6531591
17031611200,61,2340,970,        41.8049939,       -87.6624413
17031062400,6,1622,27,        41.9415554,       -87.6662879
17031062800,6,3792,294,        41.9361581,       -87.6612636
17031062900,6,4176,539,        41.9362371,       -87.6564114
17031063000,6,3055,481,        41.9363102,       -87.6515616
17031063100,6,2399,295,        41.9382323,       -87.6467807
17031063200,6,6580,849,        41.9384197,       -87.6386443
17031063400,6,2158,424,        41.9346597,       -87.6467305
17031271500,27,1286,686,        41.8717864,       -87.7131564
17031611600,61,1529,544,        41.7975958,       -87.6767432
17031580800,58,1661,591,        41.8102192,       -87.6866432
17031600400,60,4748,999,        41.8417181,       -87.6439314
17031060300,6,3176,108,        41.9506057,       -87.6713308
17031060800,6,4840,323,        41.9534119,       -87.6460457
17031061100,6,1309,182,        41.9491390,       -87.6568018
17031061800,6,1130,216,        41.9464908,       -87.6471160
17031110200,11,3017,436,        41.9800697,       -87.7734438
17031251600,25,3689,1342,        41.8914064,       -87.7518036
17031251700,25,1805,996,        41.8913847,       -87.7444800
17031251800,25,5069,2005,        41.8841436,       -87.7478884
17031570300,57,6337,1119,        41.8041448,       -87.7307909
17031570400,57,1933,270,        41.8049921,       -87.7191304
17031100600,10,5254,300,        41.9792046,       -87.7973999
17031100700,10,4749,658,        41.9721316,       -87.7976342
17031110100,11,5923,424,        41.9874837,       -87.7696957
17031260900,26,1858,729,        41.8710302,       -87.7228152
17031261000,26,2594,1072,        41.8713376,       -87.7320089
17031270500,27,1929,960,        41.8762326,       -87.7177930
17031520100,52,2278,874,        41.7204147,       -87.5313396
17031610300,61,5717,1746,        41.8161779,       -87.6751022
17031610800,61,1549,244,        41.8127083,       -87.6384093
17031611000,61,1188,646,        41.8047717,       -87.6499387
17031611400,61,3544,1328,        41.8048899,       -87.6721632
17031062200,6,2987,324,        41.9425844,       -87.6566435
17031062600,6,2281,79,        41.9359751,       -87.6709840
17031062700,6,2757,437,        41.9360863,       -87.6661104
17031120300,12,6179,268,        41.9911118,       -87.7400680
17031271800,27,1230,520,        41.8714961,       -87.6984890
17031520400,52,3735,447,        41.7029911,       -87.5307316
17031260500,26,1837,804,        41.8766636,       -87.7377274
17031260600,26,2592,1243,        41.8771080,       -87.7328671
17031580700,58,6292,1603,        41.8174882,       -87.6868471
17031590500,59,1842,463,        41.8266631,       -87.6799062
17031590600,59,3954,620,        41.8268331,       -87.6729260
17031590700,59,3234,852,        41.8267823,       -87.6638522
17031600600,60,2494,635,        41.8422595,       -87.6554678
17031600700,60,2200,462,        41.8406927,       -87.6606294
17031060400,6,4003,412,        41.9506734,       -87.6665369
17031060500,6,1235,327,        41.9527203,       -87.6605013
17031060900,6,6758,503,        41.9498612,       -87.6439666
17031061000,6,1716,254,        41.9492210,       -87.6519712
17031061200,6,2235,300,        41.9490596,       -87.6616419
17031061500,6,1859,108,        41.9452828,       -87.6615469
17031062000,6,2897,263,        41.9425763,       -87.6470773
17031062100,6,3372,454,        41.9426919,       -87.6517712
17031260400,26,1567,1013,        41.8842138,       -87.7380394
17031100300,10,6029,458,        41.9887031,       -87.8044061
17031100400,10,3027,197,        41.9889673,       -87.8180416
17031100500,10,5156,69,        41.9780713,       -87.8196444
17031260800,26,2494,1289,        41.8770848,       -87.7230964
17031271200,27,1104,514,        41.8773590,       -87.7035606
17031610400,61,1897,786,        41.8103989,       -87.6674501
17031611100,61,2658,1214,        41.8050589,       -87.6575816
17031611300,61,2768,1056,        41.8049364,       -87.6673040
17031062300,6,1716,200,        41.9416281,       -87.6614438
17031062500,6,1342,140,        41.9414872,       -87.6711056
17031070700,7,3983,498,        41.9292624,       -87.6738021
17031071100,7,2932,351,        41.9217782,       -87.6510622
17031071300,7,3414,233,        41.9217796,       -87.6414581
17031120400,12,3754,418,        41.9772356,       -87.7521620
17031130100,13,5158,520,        41.9911035,       -87.7208090
17031130200,13,1598,131,        41.9808509,       -87.7360665
17031140100,14,4079,1742,        41.9710834,       -87.7057920
17031140200,14,5895,839,        41.9706948,       -87.7130040
17031140400,14,7186,711,        41.9715372,       -87.7389434
17031292400,29,2124,1059,        41.8552402,       -87.7223998
17031292500,29,4276,1643,        41.8551612,       -87.7322432
17031300600,30,3398,875,        41.8479909,       -87.7173352
17031300700,30,4694,2083,        41.8480717,       -87.7124495
17031282700,28,2402,881,        41.8713663,       -87.6886800
17031282800,28,1565,119,        41.8702679,       -87.6849128
17031283100,28,2758,1034,        41.8692732,       -87.6640450
17031283200,28,1481,462,        41.8695729,       -87.6591996
17031283800,28,3367,792,        41.8634139,       -87.6537541
17031290900,29,3449,1690,        41.8624108,       -87.7324542
17031291600,29,804,205,        41.8576416,       -87.6922160
17031630200,63,2217,571,        41.8027453,       -87.6940453
17031630800,63,7456,2184,        41.7899652,       -87.6985724
17031271300,27,1169,615,        41.8773039,       -87.7084525
17031280900,28,790,455,        41.8786315,       -87.6851294
17031611700,61,1335,574,        41.7975993,       -87.6719763
17031612100,61,1068,355,        41.7979127,       -87.6476805
17031070300,7,3383,646,        41.9290461,       -87.6513097
17031070600,7,3083,116,        41.9287633,       -87.6656777
17031300500,30,3015,720,        41.8474246,       -87.7219382
17031291200,29,2368,965,        41.8626611,       -87.7128743
17031620300,62,7050,933,        41.7895026,       -87.7304440
17031620400,62,4907,825,        41.7896382,       -87.7181682
17031630100,63,1135,321,        41.7992715,       -87.6816688
17031630300,63,5332,1096,        41.7988623,       -87.7086382
17031630400,63,6835,1955,        41.7972543,       -87.6987807
17031630500,63,6663,1160,        41.7974273,       -87.6890162
17031110300,11,5314,342,        41.9752909,       -87.7832349
17031110400,11,4439,251,        41.9729532,       -87.7726109
17031120100,12,3993,168,        42.0019599,       -87.7749421
17031120200,12,4552,66,        41.9944636,       -87.7575741
17031271400,27,1151,424,        41.8772428,       -87.7133311
17031280100,28,6524,511,        41.8852961,       -87.6428039
17031280800,28,850,310,        41.8785964,       -87.6889000
17031281900,28,4820,1056,        41.8792479,       -87.6426235
17031550100,55,6759,1392,        41.6651226,       -87.5353990
17031611500,61,2978,618,        41.8054478,       -87.6786542
17031611800,61,2443,1309,        41.7976479,       -87.6671141
17031611900,61,2154,927,        41.7977430,       -87.6598225
17031612000,61,1586,631,        41.7978468,       -87.6525360
17031620100,62,4765,925,        41.7980176,       -87.7180255
17031620200,62,2443,384,        41.7955213,       -87.7292335
17031070200,7,3937,411,        41.9290776,       -87.6462925
17031070400,7,3440,455,        41.9289672,       -87.6561562
17031070500,7,3022,181,        41.9289457,       -87.6608927
17031071000,7,4277,559,        41.9217017,       -87.6559126
17031071200,7,2016,351,        41.9218551,       -87.6462114
17031130300,13,5260,599,        41.9865589,       -87.7133914
17031292200,29,2866,1257,        41.8566522,       -87.7157076
17031630900,63,5188,1327,        41.7898114,       -87.7083654
17031821402,53,4716,565,        41.6607826,       -87.6469638
17031823304,75,4073,896,        41.6544374,       -87.6557583
17031810400,10,7282,358,        41.9764541,       -87.8338000
17031980000,76,5285,0,        41.9997026,       -87.9381489
