geoid10,lon,lat,Pop2014,Pov14,community
17031390700,       -87.5825422,        41.8063786,6142,1116,39
17031400300,       -87.6131837,        41.7931041,1329,436,40
17031400400,       -87.6183216,        41.7911264,1661,791,40
17031400500,       -87.6231791,        41.7910414,2422,1254,40
17031400800,       -87.6205573,        41.7828630,2839,1743,40
17031410100,       -87.5793225,        41.8014966,1956,551,41
17031440300,       -87.6195319,        41.7437381,4455,515,44
17031440700,       -87.6096292,        41.7347513,1501,316,44
17031671800,       -87.6564479,        41.7614010,1139,425,67
17031680500,       -87.6523520,        41.7905638,1285,808,68
17031681100,       -87.6493597,        41.7687666,3583,1705,68
17031200100,       -87.7376038,        41.9350479,4603,594,20
17031410200,       -87.5942689,        41.8016680,1248,362,41
17031170600,       -87.8307019,        41.9412943,2774,173,17
17031380500,       -87.6277934,        41.8200985,820,275,38
17031381700,       -87.6274480,        41.8055511,1532,0,38
17031430300,       -87.5893542,        41.7696915,2262,930,43
17031430700,       -87.5592310,        41.7651427,2480,860,43
17031430800,       -87.5712980,        41.7607499,1692,433,43
17031430900,       -87.5811855,        41.7606411,1345,470,43
17031431200,       -87.5711849,        41.7553014,3291,436,43
17031431400,       -87.5472256,        41.7596848,5850,1895,43
17031230800,       -87.7149581,        41.9058660,1195,179,23
17031231100,       -87.7150697,        41.8992549,1227,325,23
17031170900,       -87.8116065,        41.9361962,1729,199,17
17031210100,       -87.7013313,        41.9428683,3447,680,21
17031420200,       -87.5935153,        41.7834579,1707,380,42
17031420300,       -87.5986976,        41.7832244,2275,447,42
17031440600,       -87.6191607,        41.7326911,2056,420,44
17031440800,       -87.6033279,        41.7317123,1777,804,44
17031440900,       -87.6090058,        41.7286691,2480,343,44
17031450300,       -87.5790893,        41.7419438,3716,669,45
17031671900,       -87.6612804,        41.7613257,1313,265,67
17031672000,       -87.6711282,        41.7611984,4148,523,67
17031680600,       -87.6521646,        41.7832808,1594,904,68
17031680900,       -87.6376322,        41.7764282,3389,1690,68
17031681000,       -87.6495529,        41.7760396,2873,1612,68
17031240200,       -87.6701822,        41.9124419,1469,149,24
17031240300,       -87.6750718,        41.9123664,1402,58,24
17031200200,       -87.7356285,        41.9278524,4968,928,20
17031410500,       -87.6037453,        41.7978267,2630,717,41
17031410600,       -87.5989457,        41.7979713,2365,703,41
17031170100,       -87.7948171,        41.9558597,1871,214,17
17031170200,       -87.7815193,        41.9493531,4366,465,17
17031170300,       -87.7968278,        41.9491247,4918,733,17
17031170500,       -87.8288962,        41.9500781,4888,309,17
17031351400,       -87.6240873,        41.8273997,1551,992,35
17031381200,       -87.6139995,        41.8085116,1946,344,38
17031381400,       -87.6214304,        41.8076205,1746,615,38
17031381800,       -87.6211977,        41.8038481,1102,338,38
17031390100,       -87.5906302,        41.8138433,1386,130,39
17031430400,       -87.5903215,        41.7621777,3119,1487,43
17031430500,       -87.5812727,        41.7642837,3661,1481,43
17031430600,       -87.5713749,        41.7643855,1742,425,43
17031230700,       -87.7215392,        41.9063397,5177,1217,23
17031230900,       -87.7103555,        41.9067178,5155,2036,23
17031231200,       -87.7213146,        41.8990610,5102,2385,23
17031170700,       -87.8221634,        41.9414863,2831,490,17
17031170800,       -87.8123711,        41.9415761,3750,401,17
17031171100,       -87.7812864,        41.9420528,4257,496,17
17031190100,       -87.7443886,        41.9352175,2720,807,19
17031390400,       -87.6040595,        41.8059250,2524,909,39
17031242200,       -87.6747175,        41.8995887,3875,536,24
17031200300,       -87.7341247,        41.9234797,2401,733,20
17031210400,       -87.7302982,        41.9357582,3128,702,21
17031210700,       -87.7038402,        41.9357030,3978,490,21
17031210800,       -87.6989320,        41.9357449,1028,148,21
17031210900,       -87.6933374,        41.9354394,3223,524,21
17031220300,       -87.6950871,        41.9284651,2409,275,22
17031420100,       -87.5774016,        41.7834164,1224,494,42
17031420400,       -87.6035575,        41.7831695,1216,568,42
17031420500,       -87.6084262,        41.7831003,2099,953,42
17031470100,       -87.5964896,        41.7282208,2618,836,47
17031480100,       -87.5756026,        41.7352478,2045,279,48
17031691000,       -87.6200151,        41.7619654,2703,710,69
17031691300,       -87.6198475,        41.7546812,2842,327,69
17031242300,       -87.6796000,        41.8995064,3003,181,24
17031411100,       -87.5897018,        41.7904493,2246,154,41
17031460400,       -87.5636924,        41.7444907,3154,603,46
17031681200,       -87.6384973,        41.7691892,2375,1101,68
17031690500,       -87.6121077,        41.7681653,952,321,69
17031241400,       -87.6753114,        41.9060239,5238,821,24
17031241500,       -87.6709377,        41.9083761,2881,376,24
17031241600,       -87.6653283,        41.9067100,3438,536,24
17031242000,       -87.6649538,        41.8997372,4786,902,24
17031243300,       -87.6647382,        41.8924779,2353,295,24
17031491200,       -87.6374383,        41.6887765,2746,599,49
17031710800,       -87.6488119,        41.7478364,4917,381,71
17031711300,       -87.6672852,        41.7335043,1580,436,71
17031010202,       -87.6733224,        42.0160507,2502,688,1
17031480200,       -87.5898834,        41.7351234,1157,252,48
17031480300,       -87.5879739,        41.7291949,1192,291,48
17031480400,       -87.5756383,        41.7284496,6106,714,48
17031480500,       -87.5590500,        41.7275503,2900,498,48
17031691100,       -87.6298715,        41.7617133,3209,1673,69
17031691200,       -87.6321808,        41.7544390,2975,1275,69
17031691400,       -87.6101681,        41.7548453,2716,598,69
17031691500,       -87.6002990,        41.7550432,2124,1025,69
17031700100,       -87.6953091,        41.7535931,3486,804,70
17031410700,       -87.5941976,        41.7980397,1959,453,41
17031410800,       -87.5896261,        41.7979597,3201,741,41
17031410900,       -87.5766591,        41.7978743,2923,607,41
17031411000,       -87.5768734,        41.7907158,3313,465,41
17031411200,       -87.5940174,        41.7905558,1691,289,41
17031530600,       -87.6189952,        41.6703911,2872,1108,53
17031460100,       -87.5357425,        41.7461567,3614,1004,46
17031460200,       -87.5470112,        41.7413869,2626,949,46
17031460500,       -87.5726043,        41.7468819,4798,626,46
17031460600,       -87.5595147,        41.7356329,1107,385,46
17031460700,       -87.5492809,        41.7355798,2901,1684,46
17031461000,       -87.5465283,        41.7274055,2034,840,46
17031681300,       -87.6398624,        41.7611735,2409,1176,68
17031681400,       -87.6491923,        41.7615307,2898,1162,68
17031690300,       -87.6290135,        41.7686688,2284,715,69
17031690400,       -87.6202083,        41.7692585,3581,1330,69
17031690900,       -87.6103453,        41.7621426,4442,1926,69
17031241200,       -87.6846858,        41.9067071,1952,337,24
17031241300,       -87.6810221,        41.9067702,1878,357,24
17031242100,       -87.6698370,        41.8996697,3311,277,24
17031243100,       -87.6745074,        41.8923550,2594,378,24
17031243200,       -87.6696249,        41.8924333,2190,297,24
17031243400,       -87.6598474,        41.8925575,2955,376,24
17031243500,       -87.6525168,        41.8926534,3198,424,24
17031250200,       -87.7510730,        41.9123509,2968,840,25
17031491000,       -87.6280508,        41.6997589,5536,2759,49
17031491100,       -87.6376954,        41.6997570,4577,789,49
17031510100,       -87.5498630,        41.7131178,3646,683,51
17031510200,       -87.5600417,        41.7142535,2655,597,51
17031520200,       -87.5397944,        41.7138018,3987,1528,52
17031710900,       -87.6396905,        41.7421471,2491,1301,71
17031711000,       -87.6485812,        41.7396437,3445,1094,71
17031711100,       -87.6583000,        41.7395016,3136,970,71
17031711200,       -87.6698254,        41.7405562,4928,1139,71
17031711400,       -87.6521236,        41.7336571,2249,964,71
17031081402,       -87.6089208,        41.8929749,4389,245,8
17031061902,       -87.6357069,        41.9449281,4045,501,6
17031030200,       -87.6652300,        41.9944415,5274,542,77
17031030300,       -87.6725351,        41.9943877,3049,719,77
17031030400,       -87.6720794,        41.9869519,2683,691,77
17031030500,       -87.6649356,        41.9872259,6269,914,77
17031030800,       -87.6641880,        41.9799123,4405,545,77
17031242400,       -87.6844898,        41.8994219,2926,227,24
17031242500,       -87.6893190,        41.8994455,3928,540,24
17031242600,       -87.6941976,        41.9005604,5999,1185,24
17031242700,       -87.6993740,        41.8974253,1689,553,24
17031242800,       -87.6903235,        41.8926319,1515,192,24
17031242900,       -87.6842903,        41.8921959,1818,334,24
17031243000,       -87.6793978,        41.8922752,2398,405,24
17031220400,       -87.6999701,        41.9284324,2565,279,22
17031220500,       -87.7049098,        41.9283960,2682,384,22
17031221000,       -87.7152519,        41.9209601,3254,620,22
17031810400,       -87.8294384,        41.9875747,7282,358,10
17031520500,       -87.5308704,        41.6931169,4613,580,52
17031720500,       -87.6891007,        41.7028351,2189,50,72
17031490300,       -87.6191477,        41.7253816,2290,463,49
17031490400,       -87.6108246,        41.7236543,972,117,49
17031710100,       -87.6419710,        41.7533917,1406,871,71
17031710300,       -87.6611048,        41.7540481,1365,421,71
17031710600,       -87.6609455,        41.7476611,1803,597,71
17031031800,       -87.6706203,        41.9670111,1717,368,3
17031350100,       -87.6084201,        41.8417493,1989,500,35
17031351100,       -87.6142003,        41.8277472,1656,1219,35
17031251200,       -87.7606044,        41.8985493,4375,1002,25
17031570100,       -87.7189133,        41.8162007,1296,179,57
17031030900,       -87.6714465,        41.9797956,3207,128,77
17031250600,       -87.7706302,        41.9056934,4450,717,25
17031560100,       -87.7412503,        41.8153661,1263,300,56
17031490500,       -87.6132066,        41.7179274,2340,159,49
17031490600,       -87.6283323,        41.7179514,1452,258,49
17031490700,       -87.6283644,        41.7107317,2888,892,49
17031490800,       -87.6153369,        41.7106826,3769,880,49
17031700200,       -87.7238224,        41.7529903,6868,1020,70
17031710200,       -87.6514277,        41.7551121,5845,2588,71
17031710400,       -87.6709327,        41.7539188,5092,1268,71
17031710500,       -87.6707872,        41.7475315,4136,1154,71
17031710700,       -87.6568837,        41.7471100,2695,758,71
17031031900,       -87.6701855,        41.9633747,2355,323,3
17031032100,       -87.6530180,        41.9581539,6767,1289,3
17031251000,       -87.7448925,        41.8986946,1284,403,25
17031280400,       -87.6718843,        41.8860096,1366,681,28
17031320100,       -87.6209319,        41.8850463,10534,953,32
17031351000,       -87.6059742,        41.8347834,4022,1050,35
17031360200,       -87.6099042,        41.8268753,1616,857,36
17031380100,       -87.6101003,        41.8201967,1822,630,38
17031231500,       -87.7186562,        41.8917320,6965,3052,23
17031251100,       -87.7520109,        41.8986247,4346,1452,25
17031550200,       -87.5640100,        41.6534293,2579,202,55
17031560800,       -87.7721661,        41.7962056,5937,305,56
17031560900,       -87.7916514,        41.7957701,5377,315,56
17031561000,       -87.7915031,        41.7885020,4892,392,56
17031561100,       -87.7719094,        41.7888695,5816,193,56
17031570200,       -87.7307143,        41.8143802,1878,178,57
17031730400,       -87.6526427,        41.7178213,3801,529,73
17031730500,       -87.6381391,        41.7142498,4323,384,73
17031730600,       -87.6504856,        41.7106003,3218,367,73
17031730700,       -87.6500796,        41.7030819,2259,541,73
17031250300,       -87.7608381,        41.9128389,4775,1738,25
17031250400,       -87.7753960,        41.9129080,5963,1757,25
17031250500,       -87.7967956,        41.9146187,7663,1149,25
17031250700,       -87.7608104,        41.9058215,5813,2160,25
17031250800,       -87.7514677,        41.9061818,2438,668,25
17031500300,       -87.6053696,        41.6893150,1565,292,50
17031520300,       -87.5395566,        41.7011231,6116,1510,52
17031520600,       -87.5404040,        41.6895296,3010,393,52
17031560200,       -87.7477803,        41.8113396,1510,257,56
17031560300,       -87.7479499,        41.8039074,3174,237,56
17031560400,       -87.7405763,        41.8040083,1417,177,56
17031560700,       -87.7575200,        41.7964626,3486,300,56
17031711500,       -87.6386881,        41.7324407,2523,583,71
17031720600,       -87.6772070,        41.7027765,1709,68,72
17031031000,       -87.6711096,        41.9724372,3522,278,3
17031031700,       -87.6631946,        41.9654462,6525,1862,3
17031580300,       -87.7089342,        41.8251877,2334,498,58
17031050500,       -87.6835074,        41.9504475,5365,90,5
17031050800,       -87.6809269,        41.9450090,1427,61,5
17031051000,       -87.6857323,        41.9413027,1610,149,5
17031051400,       -87.6809906,        41.9357490,2174,189,5
17031081900,       -87.6414908,        41.8979829,1152,291,8
17031252000,       -87.7698735,        41.8836936,6368,1962,25
17031260300,       -87.7331362,        41.8842762,1483,616,26
17031040300,       -87.7019751,        41.9768015,2656,210,4
17031040800,       -87.6923050,        41.9631635,1815,91,4
17031050100,       -87.6763730,        41.9578451,2406,70,5
17031050200,       -87.6837165,        41.9577404,5120,169,5
17031050300,       -87.6915181,        41.9576779,2566,232,5
17031380200,       -87.6149851,        41.8205736,1752,509,38
17031081500,       -87.6262292,        41.8925587,4400,477,8
17031720100,       -87.6747275,        41.7275945,3685,39,72
17031720200,       -87.6660501,        41.7130246,4344,375,72
17031720300,       -87.6771450,        41.7139027,3672,8,72
17031720700,       -87.6651388,        41.7031071,3429,181,72
17031730100,       -87.6384251,        41.7251769,2548,520,73
17031730300,       -87.6645641,        41.7274624,983,214,73
17031031100,       -87.6638661,        41.9726684,4136,403,3
17031031200,       -87.6573417,        41.9727096,4860,2021,3
17031031300,       -87.6467857,        41.9729098,7543,1572,3
17031031400,       -87.6405210,        41.9625704,5260,436,3
17031570500,       -87.7324552,        41.7986015,2554,376,57
17031580100,       -87.6907458,        41.8280546,2996,990,58
17031580200,       -87.6993472,        41.8267716,3382,763,58
17031580400,       -87.7091841,        41.8152753,4051,1042,58
17031580600,       -87.6920315,        41.8173980,5824,1336,58
17031530300,       -87.6517525,        41.6813143,4453,1100,53
17031500100,       -87.5950238,        41.7146842,3314,715,50
17031050600,       -87.6761819,        41.9505470,2414,266,5
17031050700,       -87.6760598,        41.9450712,1753,12,5
17031050900,       -87.6857782,        41.9449467,1660,138,5
17031051100,       -87.6808273,        41.9413655,1526,85,5
17031051200,       -87.6759504,        41.9414205,1562,140,5
17031051300,       -87.6758403,        41.9359958,2953,143,5
17031060100,       -87.6666119,        41.9575315,2596,297,6
17031060200,       -87.6715174,        41.9579037,2126,397,6
17031081800,       -87.6377961,        41.8932558,7488,394,8
17031090100,       -87.8135847,        42.0152551,3262,74,9
17031090200,       -87.8132241,        42.0055985,6406,117,9
17031090300,       -87.8166186,        41.9992222,1325,78,9
17031100100,       -87.7830337,        41.9895806,5666,291,10
17031100200,       -87.7942460,        41.9956164,6605,177,10
17031260100,       -87.7233347,        41.8843595,1047,566,26
17031260200,       -87.7282300,        41.8843255,1266,634,26
17031491300,       -87.6278035,        41.6888969,2343,1023,49
17031720400,       -87.6866692,        41.7099921,1974,35,72
17031530400,       -87.6515265,        41.6740395,2017,414,53
17031750600,       -87.6520496,        41.6886313,3705,1301,75
17031040100,       -87.6819933,        41.9833306,3998,509,4
17031040600,       -87.6840174,        41.9668334,2684,216,4
17031040700,       -87.6940844,        41.9668052,3353,309,4
17031040900,       -87.6838542,        41.9631846,2118,128,4
17031980000,       -87.9038955,        41.9802669,5285,0,76
17031081600,       -87.6288722,        41.8921057,3177,499,8
17031081700,       -87.6318676,        41.8920666,3607,163,8
17031251300,       -87.7703849,        41.8984251,4735,1498,25
17031251400,       -87.7701295,        41.8909981,4347,1325,25
17031251500,       -87.7603461,        41.8911120,4084,1285,25
17031251900,       -87.7601038,        41.8838195,5999,2905,25
17031260700,       -87.7279950,        41.8770561,2147,1033,26
17031600900,       -87.6531583,        41.8365098,3658,631,60
17031611200,       -87.6624419,        41.8049943,2340,970,61
17031062400,       -87.6662875,        41.9415552,1622,27,6
17031062800,       -87.6612646,        41.9361586,3792,294,6
17031062900,       -87.6564119,        41.9362374,4176,539,6
17031063000,       -87.6515623,        41.9363106,3055,481,6
17031063100,       -87.6467795,        41.9382318,2399,295,6
17031063200,       -87.6346431,        41.9391656,6580,849,6
17031063400,       -87.6467297,        41.9346593,2158,424,6
17031271500,       -87.7131559,        41.8717861,1286,686,27
17031611600,       -87.6767418,        41.7975952,1529,544,61
17031580800,       -87.6866438,        41.8102195,1661,591,58
17031600400,       -87.6439319,        41.8417183,4748,999,60
17031060300,       -87.6713300,        41.9506053,3176,108,6
17031060800,       -87.6437623,        41.9538476,4840,323,6
17031061100,       -87.6568038,        41.9491399,1309,182,6
17031061800,       -87.6471157,        41.9464907,1130,216,6
17031110200,       -87.7734438,        41.9800697,3017,436,11
17031251600,       -87.7518025,        41.8914059,3689,1342,25
17031251700,       -87.7444797,        41.8913846,1805,996,25
17031251800,       -87.7478887,        41.8841437,5069,2005,25
17031570300,       -87.7307913,        41.8041450,6337,1119,57
17031570400,       -87.7191304,        41.8049921,1933,270,57
17031100600,       -87.7973997,        41.9792044,5254,300,10
17031100700,       -87.7976294,        41.9721234,4749,658,10
17031110100,       -87.7696951,        41.9874835,5923,424,11
17031260900,       -87.7228148,        41.8710301,1858,729,26
17031261000,       -87.7320095,        41.8713379,2594,1072,26
17031270500,       -87.7177927,        41.8762324,1929,960,27
17031520100,       -87.5304964,        41.7203319,2278,874,52
17031610300,       -87.6751021,        41.8161779,5717,1746,61
17031610800,       -87.6384096,        41.8127085,1549,244,61
17031611000,       -87.6499379,        41.8047713,1188,646,61
17031611400,       -87.6721633,        41.8048899,3544,1328,61
17031062200,       -87.6566438,        41.9425846,2987,324,6
17031062600,       -87.6709851,        41.9359756,2281,79,6
17031062700,       -87.6661107,        41.9360864,2757,437,6
17031120300,       -87.7400663,        41.9911136,6179,268,12
17031271800,       -87.6984901,        41.8714966,1230,520,27
17031520400,       -87.5307271,        41.7029905,3735,447,52
17031260500,       -87.7377281,        41.8766639,1837,804,26
17031260600,       -87.7328662,        41.8771076,2592,1243,26
17031580700,       -87.6868465,        41.8174879,6292,1603,58
17031590500,       -87.6799061,        41.8266631,1842,463,59
17031590600,       -87.6729249,        41.8268326,3954,620,59
17031590700,       -87.6638518,        41.8267821,3234,852,59
17031600600,       -87.6554666,        41.8422589,2494,635,60
17031600700,       -87.6606303,        41.8406931,2200,462,60
17031060400,       -87.6665364,        41.9506732,4003,412,6
17031060500,       -87.6605015,        41.9527204,1235,327,6
17031060900,       -87.6404710,        41.9506903,6758,503,6
17031061000,       -87.6519706,        41.9492207,1716,254,6
17031061200,       -87.6616430,        41.9490601,2235,300,6
17031061500,       -87.6615420,        41.9452805,1859,108,6
17031062000,       -87.6470788,        41.9425770,2897,263,6
17031062100,       -87.6517705,        41.9426915,3372,454,6
17031260400,       -87.7380406,        41.8842143,1567,1013,26
17031100300,       -87.8044057,        41.9887029,6029,458,10
17031100400,       -87.8180418,        41.9889676,3027,197,10
17031100500,       -87.8197322,        41.9780599,5156,69,10
17031260800,       -87.7230960,        41.8770847,2494,1289,26
17031271200,       -87.7035610,        41.8773592,1104,514,27
17031610400,       -87.6674502,        41.8103990,1897,786,61
17031611100,       -87.6575823,        41.8050593,2658,1214,61
17031611300,       -87.6673042,        41.8049365,2768,1056,61
17031062300,       -87.6614424,        41.9416274,1716,200,6
17031062500,       -87.6711071,        41.9414880,1342,140,6
17031070700,       -87.6738021,        41.9292623,3983,498,7
17031071100,       -87.6510615,        41.9217778,2932,351,7
17031071300,       -87.6414582,        41.9217796,3414,233,7
17031120400,       -87.7521627,        41.9772359,3754,418,12
17031130100,       -87.7208088,        41.9911042,5158,520,13
17031130200,       -87.7360660,        41.9808507,1598,131,13
17031140100,       -87.7057923,        41.9710836,4079,1742,14
17031140200,       -87.7130047,        41.9706951,5895,839,14
17031140400,       -87.7389440,        41.9715375,7186,711,14
17031292400,       -87.7224001,        41.8552404,2124,1059,29
17031292500,       -87.7322429,        41.8551611,4276,1643,29
17031300600,       -87.7173337,        41.8479902,3398,875,30
17031300700,       -87.7124498,        41.8480718,4694,2083,30
17031282700,       -87.6886809,        41.8713668,2402,881,28
17031282800,       -87.6849134,        41.8702681,1565,119,28
17031283100,       -87.6640461,        41.8692738,2758,1034,28
17031283200,       -87.6591987,        41.8695724,1481,462,28
17031283800,       -87.6537543,        41.8634140,3367,792,28
17031290900,       -87.7324570,        41.8624104,3449,1690,29
17031291600,       -87.6922144,        41.8576408,804,205,29
17031630200,       -87.6940462,        41.8027457,2217,571,63
17031630800,       -87.6985721,        41.7899651,7456,2184,63
17031271300,       -87.7084543,        41.8773047,1169,615,27
17031280900,       -87.6851291,        41.8786314,790,455,28
17031611700,       -87.6719773,        41.7975997,1335,574,61
17031612100,       -87.6476801,        41.7979125,1068,355,61
17031070300,       -87.6513113,        41.9290468,3383,646,7
17031070600,       -87.6656762,        41.9287626,3083,116,7
17031300500,       -87.7219395,        41.8474253,3015,720,30
17031291200,       -87.7128747,        41.8626612,2368,965,29
17031620300,       -87.7304431,        41.7895022,7050,933,62
17031620400,       -87.7181682,        41.7896382,4907,825,62
17031630100,       -87.6816683,        41.7992713,1135,321,63
17031630300,       -87.7086379,        41.7988621,5332,1096,63
17031630400,       -87.6987812,        41.7972546,6835,1955,63
17031630500,       -87.6890160,        41.7974272,6663,1160,63
17031110300,       -87.7832346,        41.9752907,5314,342,11
17031110400,       -87.7726109,        41.9729532,4439,251,11
17031120100,       -87.7750075,        42.0019823,3993,168,12
17031120200,       -87.7576156,        41.9945294,4552,66,12
17031271400,       -87.7133300,        41.8772423,1151,424,27
17031280100,       -87.6428040,        41.8852961,6524,511,28
17031280800,       -87.6889021,        41.8785974,850,310,28
17031281900,       -87.6426231,        41.8792477,4820,1056,28
17031550100,       -87.5353298,        41.6650328,6759,1392,55
17031611500,       -87.6786555,        41.8054484,2978,618,61
17031611800,       -87.6671129,        41.7976474,2443,1309,61
17031611900,       -87.6598229,        41.7977432,2154,927,61
17031612000,       -87.6525365,        41.7978470,1586,631,61
17031620100,       -87.7180259,        41.7980178,4765,925,62
17031620200,       -87.7292333,        41.7955212,2443,384,62
17031070200,       -87.6462928,        41.9290777,3937,411,7
17031070400,       -87.6561563,        41.9289673,3440,455,7
17031070500,       -87.6608928,        41.9289458,3022,181,7
17031071000,       -87.6559110,        41.9217010,4277,559,7
17031071200,       -87.6462100,        41.9218545,2016,351,7
17031130300,       -87.7133913,        41.9865589,5260,599,13
17031292200,       -87.7157054,        41.8566511,2866,1257,29
17031630900,       -87.7083658,        41.7898116,5188,1327,63
