,BLOCKID10,CE01_2014,POP10,lat,long,community
7,170318362001009,-1,0,41.7893661,-87.6028536,HYDE PARK
7,170318362001018,-1,0,41.7895794,-87.5996438,HYDE PARK
7,170318362001017,4,153,41.7895885,-87.5996488,HYDE PARK
7,170318362001008,-1,0,41.7904356,-87.6046546,HYDE PARK
7,170318362001007,-1,0,41.7904373,-87.60555,HYDE PARK
7,170318362001010,-1,0,41.7904494,-87.6040558,HYDE PARK
7,170318362001006,-1,0,41.79224620000001,-87.60583259999999,HYDE PARK
7,170318362001005,0,12,41.7922532,-87.6052189,HYDE PARK
7,170318362001023,-1,38,41.7922679,-87.6040859,HYDE PARK
7,170318362001004,1,13,41.7922719,-87.6047057,HYDE PARK
7,170318362001011,-1,0,41.7922884,-87.6025442,HYDE PARK
7,170318362001012,38,697,41.7923204,-87.5997119,HYDE PARK
7,170318362001003,-1,0,41.7940876,-87.603788,HYDE PARK
7,170318362001002,-1,0,41.7941196,-87.60055720000003,HYDE PARK
7,170314105001008,-1,0,41.7951658,-87.60252109999998,HYDE PARK
7,170314106002009,-1,0,41.7951917,-87.6004604,HYDE PARK
7,170314106002010,3,25,41.795656,-87.60082290000003,HYDE PARK
7,170314106002011,3,59,41.79565770000001,-87.60002440000002,HYDE PARK
7,170314105002006,2,67,41.7957797,-87.6052482,HYDE PARK
7,170314201001009,-1,0,41.78620720000001,-87.58544609999998,HYDE PARK
7,170318362001027,-1,0,41.7862225,-87.5987685,HYDE PARK
8,170314205001013,18,147,41.7830675,-87.61056009999999,WOODLAWN
8,170314205001012,15,108,41.7830764,-87.60994290000002,WOODLAWN
8,170314205001009,6,80,41.7830809,-87.60933440000002,WOODLAWN
8,170314205001010,1,62,41.7830975,-87.60874799999998,WOODLAWN
8,170314205002003,6,85,41.7831017,-87.60813950000002,WOODLAWN
8,170314205002001,9,136,41.7831157,-87.6069443,WOODLAWN
8,170314205002002,8,102,41.783122,-87.6075623,WOODLAWN
8,170314205002000,19,285,41.7831492,-87.60632890000002,WOODLAWN
8,170314204001013,17,219,41.783156,-87.6056627,WOODLAWN
8,170314204001006,8,91,41.7831801,-87.601528,WOODLAWN
8,170314204001011,10,111,41.7831832,-87.60396490000002,WOODLAWN
8,170314203001005,7,196,41.783204,-87.6007235,WOODLAWN
8,170314203001004,2,127,41.78321210000001,-87.5999103,WOODLAWN
8,170314203001003,7,125,41.7832249,-87.5991042,WOODLAWN
8,170314204001012,0,2,41.7835979,-87.6048569,WOODLAWN
8,170314205001011,-1,0,41.7841691,-87.6102516,WOODLAWN
8,170314206001010,3,11,41.7841845,-87.61149609999998,WOODLAWN
8,170314205001003,-1,0,41.7844651,-87.6081802,WOODLAWN
8,170314205001004,5,102,41.7844654,-87.6076025,WOODLAWN
8,170314205001005,5,116,41.7844674,-87.6070147,WOODLAWN
8,170314205001008,6,45,41.78449420000001,-87.6093848,WOODLAWN
8,170314206001007,3,13,41.7845719,-87.6135512,WOODLAWN
8,170314206001009,3,26,41.7845901,-87.61234909999997,WOODLAWN
8,170314206001008,4,72,41.7845915,-87.612966,WOODLAWN
8,170314204001003,59,194,41.7846508,-87.6052003,WOODLAWN
8,170314204001004,68,114,41.7846727,-87.60359140000001,WOODLAWN
8,170314206001001,2,35,41.7848199,-87.6117559,WOODLAWN
8,170314205001006,1,69,41.7848573,-87.6106136,WOODLAWN
8,170314205001007,1,34,41.7848699,-87.6100157,WOODLAWN
8,170314206001003,17,262,41.7849702,-87.6140165,WOODLAWN
8,170314204001000,13,77,41.7850154,-87.60199,WOODLAWN
8,170314205001001,-1,0,41.78506289999999,-87.6089877,WOODLAWN
8,170314206001000,7,91,41.7851986,-87.61134770000002,WOODLAWN
8,170314205001000,124,484,41.785207,-87.60709609999998,WOODLAWN
8,170314206001002,72,59,41.7854899,-87.6126626,WOODLAWN
8,170314205001002,7,46,41.7855545,-87.6103149,WOODLAWN
8,170314204001002,-1,0,41.7855704,-87.6052446,WOODLAWN
8,170314204001001,-1,0,41.7855745,-87.6035973,WOODLAWN
8,170318439001013,-1,0,41.7789531,-87.58573390000002,WOODLAWN
8,170318439001003,-1,0,41.7792854,-87.5760438,WOODLAWN
8,170318344002009,0,10,41.7793265,-87.5957823,WOODLAWN
8,170318344002008,2,78,41.7793421,-87.59502509999999,WOODLAWN
8,170318344002006,5,34,41.7793468,-87.5934168,WOODLAWN
8,170318344002007,3,73,41.7793543,-87.59423249999998,WOODLAWN
8,170318344001006,-1,0,41.7794322,-87.5966622,WOODLAWN
8,170318344002000,-1,0,41.7796189,-87.592268,WOODLAWN
8,170318344001007,-1,0,41.7796193,-87.5976365,WOODLAWN
8,170318439001016,-1,0,41.7796342,-87.5898716,WOODLAWN
8,170318439001014,-1,0,41.7796401,-87.58722490000002,WOODLAWN
8,170318439001015,-1,0,41.7797284,-87.5884741,WOODLAWN
8,170318439001017,-1,0,41.7797668,-87.5911219,WOODLAWN
8,170318344001005,-1,0,41.7798671,-87.5967113,WOODLAWN
8,170318344001001,1,35,41.7799845,-87.5983447,WOODLAWN
8,170318344002002,2,33,41.7802367,-87.5954127,WOODLAWN
8,170318344002001,0,23,41.7802614,-87.5938564,WOODLAWN
8,170318344001000,2,14,41.7803395,-87.59673070000002,WOODLAWN
8,170314202001017,3,22,41.7807823,-87.59543199999997,WOODLAWN
8,170314201001007,-1,0,41.78078970000001,-87.5843824,WOODLAWN
8,170314202001016,1,22,41.7808004,-87.5938629,WOODLAWN
8,170314201001021,1,5,41.7812899,-87.58925740000002,WOODLAWN
8,170314201001018,-1,0,41.7812924,-87.591063,WOODLAWN
8,170314201001019,2,38,41.7812956,-87.5902078,WOODLAWN
8,170314202001014,7,82,41.7812963,-87.59241490000002,WOODLAWN
8,170314203001008,18,251,41.78140429999999,-87.5986556,WOODLAWN
8,170314203001009,12,88,41.7814205,-87.59702940000003,WOODLAWN
8,170314201001023,-1,0,41.7814551,-87.5871675,WOODLAWN
8,170314201001022,38,297,41.7814573,-87.5884194,WOODLAWN
8,170314201001002,-1,0,41.7816788,-87.5753221,WOODLAWN
8,170314202001010,2,41,41.7816901,-87.59585159999997,WOODLAWN
8,170314202001011,1,80,41.7816956,-87.5950689,WOODLAWN
8,170314202001012,10,156,41.7816996,-87.59426500000002,WOODLAWN
8,170314202001013,0,12,41.781708,-87.59347109999999,WOODLAWN
8,170314201001017,2,44,41.7817155,-87.59093409999998,WOODLAWN
8,170314202001018,9,103,41.7818535,-87.5917901,WOODLAWN
8,170314201001020,-1,0,41.782045,-87.58893570000002,WOODLAWN
8,170314201001016,8,70,41.782158,-87.5908593,WOODLAWN
8,170314201001001,-1,0,41.7821799,-87.5738532,WOODLAWN
8,170314201001013,5,117,41.7825995,-87.58850009999998,WOODLAWN
8,170314201001012,-1,0,41.7826178,-87.5893306,WOODLAWN
8,170314201001024,-1,0,41.7826188,-87.58719190000002,WOODLAWN
8,170314201001004,-1,0,41.7827969,-87.5800417,WOODLAWN
8,170314201001015,8,67,41.7828533,-87.59079670000001,WOODLAWN
8,170314203001002,10,189,41.783228,-87.59828540000002,WOODLAWN
8,170314203001001,9,101,41.7832407,-87.59747469999998,WOODLAWN
8,170314203001010,17,250,41.7832476,-87.59666109999998,WOODLAWN
8,170314202001009,13,125,41.78326120000001,-87.5958897,WOODLAWN
8,170314202001008,12,223,41.7832677,-87.59510829999998,WOODLAWN
8,170314202001007,13,160,41.7832717,-87.59430390000001,WOODLAWN
8,170314202001006,12,124,41.7832805,-87.5935132,WOODLAWN
8,170314201001010,-1,0,41.7832858,-87.5856043,WOODLAWN
8,170314202001015,21,266,41.7832953,-87.5927122,WOODLAWN
8,170314202001004,10,113,41.783302,-87.59184880000002,WOODLAWN
8,170314201001025,10,82,41.783351,-87.5871615,WOODLAWN
8,170314201001008,-1,0,41.7833864,-87.58460840000002,WOODLAWN
8,170314202001005,-1,0,41.7838188,-87.590834,WOODLAWN
8,170314201001005,-1,0,41.7840151,-87.5837412,WOODLAWN
8,170314201001003,-1,0,41.7840466,-87.5766316,WOODLAWN
8,170314201001026,13,161,41.7842615,-87.58734709999997,WOODLAWN
8,170314201001006,-1,0,41.7843262,-87.58099890000003,WOODLAWN
8,170314201001014,-1,0,41.7845338,-87.5899819,WOODLAWN
8,170314201001011,87,560,41.7845434,-87.588476,WOODLAWN
8,170314203001000,276,1021,41.785047,-87.5987382,WOODLAWN
8,170314202001003,2,47,41.7851061,-87.5955162,WOODLAWN
8,170314202001002,105,147,41.7851403,-87.5938965,WOODLAWN
8,170314202001001,-1,0,41.785145,-87.59226149999998,WOODLAWN
8,170314202001000,-1,0,41.7852013,-87.5908676,WOODLAWN
8,170314208001006,26,137,41.7784222,-87.6007125,WOODLAWN
8,170318344001004,4,112,41.7784349,-87.6001212,WOODLAWN
8,170314208001012,-1,0,41.7788391,-87.6037223,WOODLAWN
8,170318344001002,7,160,41.7789739,-87.5995804,WOODLAWN
8,170314208001011,0,33,41.7790568,-87.60429659999998,WOODLAWN
8,170314207005004,2,22,41.7791686,-87.6140816,WOODLAWN
8,170314207005005,3,69,41.7791723,-87.61347590000003,WOODLAWN
8,170314207004008,3,44,41.77917720000001,-87.61289359999998,WOODLAWN
8,170314207004007,4,87,41.7791795,-87.6122929,WOODLAWN
8,170314207004006,2,38,41.77919620000001,-87.61170190000001,WOODLAWN
8,170314207004005,2,51,41.7792017,-87.6110845,WOODLAWN
8,170314207004004,2,71,41.7792108,-87.6104593,WOODLAWN
8,170314207004003,5,48,41.779229,-87.6098591,WOODLAWN
8,170314207001009,68,45,41.7792328,-87.609247,WOODLAWN
8,170314207001010,9,23,41.7792554,-87.6086728,WOODLAWN
8,170314207001004,0,50,41.7792635,-87.6080741,WOODLAWN
8,170314207001005,1,19,41.7792691,-87.60746440000001,WOODLAWN
8,170314208001009,-1,2,41.779275,-87.60555790000002,WOODLAWN
8,170314208001010,3,15,41.7792905,-87.60493699999998,WOODLAWN
8,170314208001003,1,14,41.7792946,-87.60373349999998,WOODLAWN
8,170314207001001,1,20,41.7794854,-87.6068763,WOODLAWN
8,170314207001000,-1,0,41.7795003,-87.6062468,WOODLAWN
8,170314208001001,8,53,41.7796784,-87.60244250000002,WOODLAWN
8,170314208001002,6,44,41.7797484,-87.60360159999998,WOODLAWN
8,170314207005000,1,20,41.7800782,-87.6137993,WOODLAWN
8,170314207004002,-1,0,41.7800936,-87.61262559999999,WOODLAWN
8,170314207004001,-1,0,41.7801109,-87.6114177,WOODLAWN
8,170314207004000,-1,0,41.7801225,-87.6101742,WOODLAWN
8,170314207001003,-1,0,41.7801431,-87.6089625,WOODLAWN
8,170314207001002,-1,2,41.7801852,-87.6078097,WOODLAWN
8,170314208001004,-1,0,41.78019920000001,-87.6052985,WOODLAWN
8,170314208001000,-1,0,41.7802363,-87.60105279999998,WOODLAWN
8,170314206002010,-1,0,41.7804927,-87.61380059999998,WOODLAWN
8,170314206002009,-1,0,41.78052,-87.6126194,WOODLAWN
8,170314206002008,-1,0,41.7805493,-87.61143220000002,WOODLAWN
8,170314205002014,-1,0,41.7805593,-87.6101896,WOODLAWN
8,170314205002010,-1,0,41.7805798,-87.6089768,WOODLAWN
8,170314205002009,-1,0,41.7806115,-87.60780009999998,WOODLAWN
8,170314205002008,-1,0,41.7806292,-87.6065658,WOODLAWN
8,170314204001009,-1,0,41.78067410000001,-87.60350140000001,WOODLAWN
8,170314204001008,-1,0,41.7806924,-87.60187990000001,WOODLAWN
8,170314203001011,-1,0,41.780713,-87.6002854,WOODLAWN
8,170314204001015,-1,0,41.7812203,-87.6049359,WOODLAWN
8,170314206002011,2,90,41.7814041,-87.6141384,WOODLAWN
8,170314206002015,5,95,41.781419,-87.6135447,WOODLAWN
8,170314206002004,2,97,41.7814251,-87.612932,WOODLAWN
8,170314206002005,15,98,41.7814349,-87.61234470000002,WOODLAWN
8,170314206002006,6,97,41.7814428,-87.6117399,WOODLAWN
8,170314206002007,9,168,41.7814518,-87.6111188,WOODLAWN
8,170314205002013,3,60,41.781471,-87.6105195,WOODLAWN
8,170314205002011,4,113,41.7814862,-87.6092998,WOODLAWN
8,170314205002012,2,102,41.78148770000001,-87.6099217,WOODLAWN
8,170314205002015,7,120,41.7815013,-87.60870990000002,WOODLAWN
8,170314205002004,7,135,41.7815094,-87.6081084,WOODLAWN
8,170314205002005,9,118,41.7815284,-87.6075213,WOODLAWN
8,170314205002007,-1,0,41.7815299,-87.60625959999999,WOODLAWN
8,170314205002006,4,75,41.7815352,-87.6069159,WOODLAWN
8,170314204001010,4,112,41.7815884,-87.6039228,WOODLAWN
8,170314204001016,-1,0,41.7815959,-87.6056193,WOODLAWN
8,170314204001007,4,28,41.7815966,-87.6015012,WOODLAWN
8,170314203001006,3,38,41.78160670000001,-87.6006854,WOODLAWN
8,170314203001007,10,102,41.7816245,-87.59988299999998,WOODLAWN
8,170314204001005,23,213,41.7825034,-87.6027333,WOODLAWN
8,170314204001014,18,168,41.7826862,-87.6048218,WOODLAWN
8,170314206001005,11,88,41.7830041,-87.61418499999998,WOODLAWN
8,170314206001006,5,72,41.7830104,-87.61356690000002,WOODLAWN
8,170314206002003,13,116,41.7830178,-87.6129667,WOODLAWN
8,170314206002002,16,109,41.7830297,-87.61238,WOODLAWN
8,170314206002001,2,78,41.7830437,-87.611791,WOODLAWN
8,170314206002000,6,99,41.78304960000001,-87.61116779999998,WOODLAWN
8,170314208002008,-1,0,41.774048,-87.6054744,WOODLAWN
8,170314207002008,-1,5,41.7740492,-87.6061248,WOODLAWN
8,170314208002009,13,91,41.7740535,-87.60485809999999,WOODLAWN
8,170314208002010,11,128,41.774064,-87.6042698,WOODLAWN
8,170314208002011,11,80,41.7740754,-87.6036633,WOODLAWN
8,170314208002012,8,156,41.7740775,-87.603055,WOODLAWN
8,170314208002013,18,147,41.77409,-87.6024479,WOODLAWN
8,170318344003008,17,140,41.7740992,-87.6006125,WOODLAWN
8,170318344003009,18,162,41.7741106,-87.6000051,WOODLAWN
8,170318344003010,10,70,41.7741152,-87.59940379999998,WOODLAWN
8,170314207005015,2,44,41.77413170000001,-87.6139771,WOODLAWN
8,170314207005014,4,74,41.7741386,-87.613371,WOODLAWN
8,170314207003006,9,166,41.7741609,-87.6124839,WOODLAWN
8,170314207003007,4,79,41.7741745,-87.6115819,WOODLAWN
8,170314207002009,8,78,41.77421070000001,-87.6091216,WOODLAWN
8,170314207003010,4,54,41.7742109,-87.60974279999998,WOODLAWN
8,170314207002010,2,39,41.7742293,-87.6085425,WOODLAWN
8,170314207002005,2,38,41.7742426,-87.6079554,WOODLAWN
8,170314207002006,8,72,41.7742489,-87.60733909999998,WOODLAWN
8,170314208002014,5,88,41.7742621,-87.60184179999997,WOODLAWN
8,170314207005012,5,56,41.7757221,-87.61401500000002,WOODLAWN
8,170314207005013,5,61,41.7757379,-87.61341970000002,WOODLAWN
8,170314207003005,2,63,41.775739,-87.6128071,WOODLAWN
8,170314207003004,2,49,41.7757625,-87.6122289,WOODLAWN
8,170314207003003,5,60,41.7757653,-87.6116168,WOODLAWN
8,170314207003002,1,44,41.7757723,-87.61099940000003,WOODLAWN
8,170314207003001,3,111,41.7757924,-87.6103867,WOODLAWN
8,170314207003000,4,88,41.775794,-87.6097627,WOODLAWN
8,170314207002004,-1,0,41.775817,-87.6088828,WOODLAWN
8,170314207002003,2,33,41.7758311,-87.60798050000002,WOODLAWN
8,170314207002002,3,52,41.7758466,-87.60739740000002,WOODLAWN
8,170314207002001,0,55,41.7758499,-87.6067812,WOODLAWN
8,170314207002000,6,43,41.7758646,-87.60615940000002,WOODLAWN
8,170314208002006,5,75,41.7758807,-87.604919,WOODLAWN
8,170314208002007,-1,0,41.775881700000006,-87.6055439,WOODLAWN
8,170314208002005,3,40,41.7758875,-87.60431009999998,WOODLAWN
8,170314208002003,3,90,41.775893,-87.6030782,WOODLAWN
8,170314208002004,5,104,41.7758934,-87.603699,WOODLAWN
8,170314208002002,6,52,41.77590479999999,-87.6024848,WOODLAWN
8,170314208002001,6,49,41.775912100000006,-87.6018719,WOODLAWN
8,170318344003007,7,114,41.77592070000001,-87.60064809999999,WOODLAWN
8,170314208002000,6,89,41.7759237,-87.6012829,WOODLAWN
8,170318344003006,9,86,41.7759316,-87.6000522,WOODLAWN
8,170318344003005,7,68,41.7759345,-87.59943740000001,WOODLAWN
8,170314207001013,0,8,41.7769446,-87.6089056,WOODLAWN
8,170318344001003,1,25,41.7770912,-87.5993084,WOODLAWN
8,170314208001019,2,59,41.7771775,-87.60413670000001,WOODLAWN
8,170314207005007,2,33,41.7775394,-87.6140417,WOODLAWN
8,170314207005006,0,70,41.777554,-87.61344629999998,WOODLAWN
8,170314207004009,2,69,41.7775596,-87.61285670000002,WOODLAWN
8,170314207004010,3,53,41.7775705,-87.61225019999998,WOODLAWN
8,170314207004011,2,42,41.7775876,-87.6116664,WOODLAWN
8,170314207004012,0,56,41.7776006,-87.6110638,WOODLAWN
8,170314207004013,3,43,41.7776011,-87.6104194,WOODLAWN
8,170314207004014,3,41,41.7776185,-87.6098218,WOODLAWN
8,170314207001014,22,120,41.7776404,-87.6080132,WOODLAWN
8,170314207001006,4,64,41.77765460000001,-87.60741340000001,WOODLAWN
8,170314207001008,34,28,41.777674,-87.60618690000003,WOODLAWN
8,170314207001007,7,89,41.7776788,-87.6068476,WOODLAWN
8,170314208001016,6,64,41.777691,-87.6055592,WOODLAWN
8,170314208001015,6,70,41.7777016,-87.60494890000002,WOODLAWN
8,170314208001017,3,22,41.7777107,-87.6037497,WOODLAWN
8,170314208001018,4,75,41.7777155,-87.60313199999999,WOODLAWN
8,170314208001007,4,53,41.7777231,-87.6025303,WOODLAWN
8,170314207001012,2,23,41.7778485,-87.6092266,WOODLAWN
8,170314207001011,4,57,41.777862,-87.6086348,WOODLAWN
8,170314208001014,1,19,41.7781548,-87.6043517,WOODLAWN
8,170314208001013,1,8,41.7783723,-87.6037249,WOODLAWN
8,170314208001008,34,220,41.7784051,-87.6019231,WOODLAWN
8,170314208001005,67,136,41.7784167,-87.6013215,WOODLAWN
8,170318439002015,-1,0,41.7735235,-87.590163,WOODLAWN
8,170318439002014,4,77,41.7737808,-87.5875506,WOODLAWN
8,170318439002011,7,116,41.7739819,-87.5901135,WOODLAWN
8,170318344003011,19,59,41.7741237,-87.5987945,WOODLAWN
8,170318344003012,53,59,41.7741265,-87.59818800000002,WOODLAWN
8,170318344003014,6,111,41.7741336,-87.5969639,WOODLAWN
8,170318344003013,20,114,41.7741389,-87.59758719999998,WOODLAWN
8,170318344003015,6,103,41.7741459,-87.5963667,WOODLAWN
8,170318344002018,6,54,41.774148,-87.5956798,WOODLAWN
8,170318344002014,4,74,41.7741562,-87.5941114,WOODLAWN
8,170318344002015,5,105,41.7741605,-87.59491329999999,WOODLAWN
8,170318344002013,3,81,41.7741675,-87.5933218,WOODLAWN
8,170318439002004,-1,0,41.7741938,-87.5916873,WOODLAWN
8,170318439002003,1,17,41.77425510000001,-87.5924691,WOODLAWN
8,170318439001029,-1,0,41.7742559,-87.586281,WOODLAWN
8,170318439002012,1,31,41.7744416,-87.59006640000001,WOODLAWN
8,170318439002013,-1,0,41.7744713,-87.58788670000001,WOODLAWN
8,170318439001028,-1,0,41.7744723,-87.5856392,WOODLAWN
8,170318439001010,-1,0,41.7745596,-87.58042490000003,WOODLAWN
8,170318439002010,1,11,41.7746909,-87.58659990000002,WOODLAWN
8,170318439002005,1,13,41.7749144,-87.590039,WOODLAWN
8,170318439002009,5,50,41.77493010000001,-87.5878973,WOODLAWN
8,170318439002006,3,54,41.7753667,-87.5899852,WOODLAWN
8,170318439001025,3,69,41.7754032,-87.58757800000002,WOODLAWN
8,170318439002007,4,22,41.775827,-87.5899458,WOODLAWN
8,170318439001024,2,36,41.7758487,-87.58756609999998,WOODLAWN
8,170318344003004,3,52,41.77594439999999,-87.59883740000002,WOODLAWN
8,170318344003003,8,79,41.77594660000001,-87.5982238,WOODLAWN
8,170318344003002,5,87,41.7759537,-87.5976135,WOODLAWN
8,170318344003000,13,95,41.77595820000001,-87.59638670000002,WOODLAWN
8,170318344003001,11,135,41.7759649,-87.59702109999998,WOODLAWN
8,170318344002017,6,106,41.7759678,-87.59571070000001,WOODLAWN
8,170318344002016,0,50,41.77598270000001,-87.5949538,WOODLAWN
8,170318439002002,-1,0,41.7760042,-87.5917458,WOODLAWN
8,170318439002001,-1,0,41.7760278,-87.591305,WOODLAWN
8,170318439002008,1,11,41.7762687,-87.5898931,WOODLAWN
8,170318439001023,4,118,41.7763021,-87.5875975,WOODLAWN
8,170318439001012,-1,0,41.7766906,-87.5854635,WOODLAWN
8,170318439002000,5,78,41.77670870000001,-87.5898377,WOODLAWN
8,170318439001022,5,125,41.7767381,-87.58759309999998,WOODLAWN
8,170318344002004,14,216,41.7768463,-87.59257609999997,WOODLAWN
8,170318344002012,11,146,41.7768984,-87.5941664,WOODLAWN
8,170318344002005,15,254,41.7769108,-87.5933913,WOODLAWN
8,170318344002003,10,84,41.7776069,-87.5919048,WOODLAWN
8,170318439001005,-1,0,41.7776921,-87.57848320000002,WOODLAWN
8,170318344001009,1,21,41.7777809,-87.59639250000002,WOODLAWN
8,170318439001011,-1,0,41.7777964,-87.5822674,WOODLAWN
8,170318439001021,26,461,41.7778027,-87.58757840000001,WOODLAWN
8,170318344002011,7,90,41.7778049,-87.59497840000002,WOODLAWN
8,170318344002010,9,56,41.7778052,-87.595771,WOODLAWN
8,170318439001019,-1,0,41.7778197,-87.59005959999998,WOODLAWN
8,170318439001018,-1,0,41.777898,-87.5913414,WOODLAWN
8,170318439001004,-1,0,41.77800670000001,-87.57742209999998,WOODLAWN
8,170318344001008,20,300,41.7780266,-87.5976621,WOODLAWN
8,170318344001010,0,4,41.7785306,-87.59884050000002,WOODLAWN
8,170318439001020,-1,0,41.778576,-87.588476,WOODLAWN
8,170314207005018,-1,0,41.7732101,-87.6148656,WOODLAWN
8,170314207005016,4,40,41.7741115,-87.61456070000001,WOODLAWN
8,170314207005017,-1,1,41.774116,-87.6151929,WOODLAWN
8,170314207005010,4,76,41.7756975,-87.615208,WOODLAWN
8,170314207005011,3,50,41.7757151,-87.6146211,WOODLAWN
8,170318439001009,-1,1,41.774363,-87.5720742,WOODLAWN
8,170318439001008,-1,0,41.77637360000001,-87.569952,WOODLAWN
8,170314212002014,-1,0,41.7672523,-87.6068209,WOODLAWN
8,170314212002016,-1,0,41.7679285,-87.60627290000002,WOODLAWN
8,170314212002015,0,19,41.7682545,-87.607098,WOODLAWN
8,170314212002013,1,17,41.7688357,-87.6091891,WOODLAWN
8,170314212002012,14,143,41.7689426,-87.6078452,WOODLAWN
8,170314212002010,-1,0,41.76898660000001,-87.6060335,WOODLAWN
8,170314212002011,3,67,41.7692281,-87.6070634,WOODLAWN
8,170314212002008,1,11,41.7700612,-87.6106795,WOODLAWN
8,170314212002007,6,64,41.7703343,-87.61024429999998,WOODLAWN
8,170314212002006,1,65,41.77034570000001,-87.6096448,WOODLAWN
8,170314212002005,6,85,41.770355,-87.6090447,WOODLAWN
8,170314212002004,8,48,41.7703674,-87.60845090000002,WOODLAWN
8,170314212002003,5,45,41.77037410000001,-87.6078543,WOODLAWN
8,170314212002002,4,42,41.7703879,-87.60726269999998,WOODLAWN
8,170314212002001,3,62,41.7703925,-87.6066615,WOODLAWN
8,170314212002000,-1,2,41.7704131,-87.606043,WOODLAWN
8,170314212002009,9,66,41.7705332,-87.61127579999999,WOODLAWN
8,170314212001008,2,96,41.77190770000001,-87.6123754,WOODLAWN
8,170314212001012,1,35,41.7719335,-87.6102852,WOODLAWN
8,170314212001013,7,41,41.7719344,-87.6096655,WOODLAWN
8,170314212001010,7,71,41.7719568,-87.60908570000002,WOODLAWN
8,170314212001011,6,44,41.7719607,-87.6084741,WOODLAWN
8,170314212001007,6,52,41.7721344,-87.6114919,WOODLAWN
8,170314212001006,5,65,41.7721384,-87.6108847,WOODLAWN
8,170314212001003,39,68,41.7721987,-87.6078949,WOODLAWN
8,170314212001002,5,64,41.7722018,-87.6072927,WOODLAWN
8,170314212001001,5,56,41.7722179,-87.60671059999999,WOODLAWN
8,170314212001000,-1,0,41.7722219,-87.6060653,WOODLAWN
8,170314212001009,6,47,41.7723851,-87.6138198,WOODLAWN
8,170314212001005,0,5,41.772849,-87.6100175,WOODLAWN
8,170314212001004,-1,0,41.7728649,-87.6088037,WOODLAWN
8,170314207005019,-1,0,41.77323060000001,-87.6136645,WOODLAWN
8,170314207003013,1,3,41.7732584,-87.61247540000002,WOODLAWN
8,170314207003012,0,12,41.7732692,-87.6115641,WOODLAWN
8,170314207003011,1,9,41.7733101,-87.6097432,WOODLAWN
8,170314207002011,1,22,41.773315,-87.60882149999998,WOODLAWN
8,170314207002012,0,8,41.7733324,-87.607619,WOODLAWN
8,170314207003008,4,41,41.7739631,-87.6109728,WOODLAWN
8,170314207003009,4,72,41.7739673,-87.61033520000002,WOODLAWN
8,170314208002015,-1,0,41.7739768,-87.6013151,WOODLAWN
8,170314207002007,6,64,41.7740337,-87.60674350000002,WOODLAWN
8,170314207005009,-1,7,41.7775221,-87.6152577,WOODLAWN
8,170314207005008,3,68,41.7775284,-87.6146473,WOODLAWN
8,170314207005002,2,1,41.7791244,-87.61528840000003,WOODLAWN
8,170314207005003,1,18,41.7791408,-87.61469029999998,WOODLAWN
8,170314207005001,-1,0,41.7800365,-87.61500140000003,WOODLAWN
8,170314206002014,-1,0,41.7804797,-87.61502970000002,WOODLAWN
8,170314206002013,7,59,41.7813915,-87.6153511,WOODLAWN
8,170314206002012,5,91,41.7813917,-87.6147336,WOODLAWN
8,170314206001013,3,105,41.7829752,-87.615375,WOODLAWN
8,170314206001014,6,88,41.7829971,-87.6147837,WOODLAWN
8,170314206001012,3,41,41.78454489999999,-87.6153885,WOODLAWN
8,170314206001011,0,46,41.7845485,-87.6147276,WOODLAWN
8,170314206001004,1,13,41.785452,-87.61510129999998,WOODLAWN
